id,title,status,release_date,duration,nb_seasons,nb_episodes,genres,directors,actors,nationality,press_rating,nb_press_rating,spect_rating,nb_spect_rating,summary,poster_link
26636,Anatomie d'un scandale,En cours,Depuis 2022,60,1,6,"Drame, Judiciaire","David E. Kelley, Melissa James Gibson","Sienna Miller, Michelle Dockery, Rupert Friend",U.S.A.,,,3.6,150,"La vie privilégiée de Sophie vole en éclats quand des secrets scandaleux font surface et que James, son mari et politicien de haut vol, est accusé d'un crime choquant.D'après l'ouvrage éponyme de Sarah Vaughan (2017).",https://fr.web.img5.acsta.net/c_310_420/pictures/22/03/18/08/49/3762635.jpg
27798,"LOL : Qui rit, sort !",En cours,Depuis 2021,25,3,18,"Comédie, Show",,"Philippe Lacheau, Alexandra Lamy, Melha Bedia",France,,,2.9,871,"Le public suivra le groupe de dix comédiens, chacun étant bien décidé à être le dernier à craquer. Six heures durant, une seule règle comptera : qui rit perd la partie. Celui qui parviendra à rester de marbre jusqu’au bout remportera le jeu et pourra reverser ses 50 000 € de dotation à l’association caritative de son choix.",https://fr.web.img6.acsta.net/c_310_420/pictures/21/04/01/10/10/2451175.jpg
22373,Élite,En cours,Depuis 2018,60,6,40,"Drame, Policier, Thriller","Carlos Montero, Darío Madrona","Itzan Escamilla, Georgina Amorós, Claudia Salas",Espagne,3.1,12,3.8,7949,"Las Encinas est l’école la plus compétitive et huppée d’Espagne accueillant les enfants de l’élite. C’est également dans cette école que trois enfants de la classe ouvrière sont admis lorsque leur école est détruite et que les étudiants sont alors répartis dans plusieurs établissements. Ils pensaient être chanceux... mais peut-être ne le sont-ils pas tant que cela ? La confrontation entre ceux qui ont tout et ceux qui n’ont rien est explosive, et aboutira à un meurtre. Qui est vraiment derrière ce crime ? Est-ce l’un des nouveaux arrivants ? Ou se cache-t-il quelque chose de plus sombre ?",https://fr.web.img6.acsta.net/c_310_420/pictures/21/05/24/17/52/1035233.jpg
22917,The Rookie : le flic de Los Angeles,En cours,Depuis 2018,42,5,98,"Drame, Policier",Alexi Hawley,"Nathan Fillion, Shawn Ashmore, Alyssa Diaz",U.S.A.,3.3,8,4.1,628,"Lorsque sa femme le quitte et que son fils part à la fac, John Nolan, la quarantaine, est à un tournant de sa vie et décide de réaliser un vieux rêve : devenir flic ! Il part vivre à Los Angeles et se retrouve, malgré son âge, un bleu parmi les bleus...",https://fr.web.img6.acsta.net/c_310_420/pictures/18/05/16/09/29/5203734.jpg
31219,En un battement,En cours,Depuis 2022,45,1,14,"Drame, Thriller",Leonardo Padrón,"Juan Fernando Sánchez, Moises Arizmendi, Jacqueline Arenal",Colombie,,,3.4,21,"Obsédé par l'idée de venger sa femme de l'organisation de trafic d'organes qui l'a tuée pour prélever son cœur, un homme noue une relation avec la patiente qui l'a reçu.",https://fr.web.img3.acsta.net/c_310_420/pictures/22/03/23/23/35/5703315.jpg
31271,Sans un mot,Terminée,2022,45,1,,"Drame, Policier, Thriller","Agata Malesinska, Wojciech Miloszewski","Magdalena Boczarska, Leszek Lichota, Agnieszka Grochowska",Pologne,,,3.3,9,La disparition d'un jeune homme peu après la mort de son ami sème le trouble chez les habitants d'une banlieue aisée de Varsovie en révélant leurs secrets et mensonges.,https://fr.web.img5.acsta.net/c_310_420/pictures/22/04/04/18/37/4727888.jpg
26294,Outer Range,En cours,Depuis 2022,50,1,8,"Drame, Thriller",Brian Watkins,"Josh Brolin, Lili Taylor, Tamara Podemski",U.S.A.,3.0,6,3.4,41,"Royal Abbott est un éleveur du Wyoming. Il se bat pour conserver ses terres. Bientôt, il découvre un mystère en pleine nature...",https://fr.web.img4.acsta.net/c_310_420/pictures/22/03/10/10/50/4518123.jpg
24572,Poupée russe,En cours,Depuis 2019,30,2,15,"Comédie, Drame","Natasha Lyonne, Amy Poehler, Leslye Headland","Natasha Lyonne, Charlie Barnett, Greta Lee",U.S.A.,3.9,10,3.9,1024,"Une femme prise au piège d'une mystérieuse boucle revit sans cesse une nuit de fête à l'issue de laquelle elle meurt... avant de se réveiller le lendemain, indemne.",https://fr.web.img5.acsta.net/c_310_420/pictures/19/01/10/10/57/4401137.jpg
19901,Cassandre,En cours,Depuis 2015,90,6,22,"Drame, Policier","Bruno Lecigne, Mathieu Masmondet","Gwendoline Hamon, Alexandre Varga, Dominique Pinon",France,,,3.5,186,"Une grande femme flic de Paris - et citadine invétérée - est amenée à sacrifier sa carrière pour son fils et prendre de nouvelles fonctions dans un commissariat de province près de lui où rien n’est aussi efficace ni aussi rapide qu’au 36 quai des Orfèvres. Parisienne, elle devra s’adapter à une équipe qui ne l’attend pas, à un monde où les voisins se connaissent sur plusieurs générations et où les nuits à la campagne sont terriblement silencieuses. Pourtant, les crimes de sang qui se commettent à Annecy, sa région et jusqu’en bordure de la frontière suisse, n’en sont pas moins intrigants et complexes...",https://fr.web.img2.acsta.net/c_310_420/pictures/15/12/01/17/00/387444.jpg
25546,Moon Knight,En cours,Depuis 2022,45,1,6,"Aventure, Drame, Fantastique, Action",Jeremy Slater,"Oscar Isaac, Ethan Hawke, May Calamawy",U.S.A.,3.5,8,3.9,419,"Employé discret dans une boutique de souvenirs, Steven Grant est soudain victime de pertes de mémoire et est hanté par des visions d’une autre vie. Il découvre qu’il souffre d’un trouble dissociatif de l’identité et qu’il partage le même corps qu’un mercenaire, Marc Spector. Alors que l’étau se resserre sur Steven / Marc, les deux hommes, plongés dans une aventure périlleuse parmi les puissants dieux d’Égypte, vont devoir trouver leur équilibre dans cette double identité.",https://fr.web.img4.acsta.net/c_310_420/pictures/22/02/14/10/10/1383073.jpg
27482,Yakamoz S-245,En cours,Depuis 2022,50,1,7,"Science fiction, Thriller, Action",Jason George (XIII),"Kıvanç Tatlıtuğ, Özge Özpirinçci, Ertan Saban",Turquie,,,2.5,31,"Après une catastrophe naturelle, un chercheur biologiste en mission à bord d'un sous-marin se bat pour survivre avec l'équipage tandis qu'une conspiration se dévoile.",https://fr.web.img6.acsta.net/c_310_420/pictures/21/02/15/09/38/5445591.jpg
12209,Halo,En cours,Depuis 2022,60,2,9,"Science fiction, Action","Kyle Killen, Steven Kane","Pablo Schreiber, Natascha McElhone, Shabana Azmi","Grande-Bretagne, U.S.A.",,,3.4,195,"Au 26ème siècle, alors que l’humanité est empêtrée dans une guerre intergalactique contre une menace extraterrestre connue sous le nom d’Alliance, le Dr. Halsey, une brillante scientifique, a créé les Spartans, des super-soldats génétiquement et technologiquement améliorés pour booster les capacités physiques et mentales. John-117, le commandant d'une des unités, mène ses troupes vers le combat...Adaptation du jeu vidéo culte ""Halo"".",https://fr.web.img6.acsta.net/c_310_420/pictures/22/04/11/12/02/5045689.jpg
28570,Infiniti,Terminée,2022,52,1,6,Thriller,"Stéphane Pannetier, Julien Vanlerenberghe","Céline Sallette, Daniyar Alshinov, Vlad Ivanov",France,3.9,8,3.6,249,"L’ISS, la Station Spatiale Internationale, ne répond plus. Son équipage est en perdition. Au même moment, un cadavre décapité et couvert de cire est retrouvé sur un toit au Kazakhstan. L’identification est formelle : il s’agit d’Anthony Kurz, un astronaute américain actuellement en mission dans l’ISS. Anna Zarathi, une spationaute française, écartée du programme spatial, et Isaak Turgun, un flic kazakh désavoué par sa hiérarchie, vont tenter de résoudre cet étrange paradoxe...",https://fr.web.img3.acsta.net/c_310_420/pictures/22/03/16/10/22/2375898.jpg
24836,En thérapie,En cours,Depuis 2021,26,2,70,Drame,"Eric Toledano, Olivier Nakache, Laetitia Gonzalez","Frédéric Pierrot, Carole Bouquet, Mélanie Thierry",France,3.9,8,4.2,1575,"Paris, automne 2015. Philippe Dayan reçoit chaque semaine dans son cabinet à deux pas de la place de la République, une chirurgienne en plein désarroi amoureux, un couple en crise, une ado aux tendances suicidaires et un agent de la BRI traumatisé par son intervention au Bataclan. A l’écoute de ces vies bouleversées, le séisme émotionnel qui se déclenche en lui est sans précédent. Pour tenter d’y échapper, il renoue avec son ancienne analyste, Esther, avec qui il avait coupé les ponts depuis près de 12 ans.Adaptation de la série israélienne ""Be’Tipul"" de Hagai Levi, Nir Bergman et Ori Sivan.",https://fr.web.img4.acsta.net/c_310_420/pictures/22/04/08/09/03/4214788.jpg
25064,The Dropout,Terminée,2022,60,1,8,"Drame, Biopic",Elizabeth Meriwether,"Amanda Seyfried, Naveen Andrews, Utkarsh Ambudkar",U.S.A.,4.0,10,3.3,34,"L'ascension et la chute de la plus jeune milliardaire autoproclamée du monde, Elizabeth Holmes.",https://fr.web.img2.acsta.net/c_310_420/pictures/22/02/08/17/21/0084032.jpg
23886,La Chronique des Bridgerton,En cours,Depuis 2020,60,4,24,"Drame, Historique, Romance","Chris Van Dusen, Shonda Rhimes","Jonathan Bailey, Phoebe Dynevor, Regé-Jean Page",U.S.A.,3.8,8,3.7,2880,"À Londres, pendant la Régence, Daphne Bridgerton, fille aînée d'une puissante dynastie, est censée se trouver un mari, mais la concurrence est rude et ses envies sont ailleurs...",https://fr.web.img6.acsta.net/c_310_420/pictures/22/03/27/12/46/5207664.jpg
26113,Drôle,En cours,Depuis 2022,45,1,6,Comédie,Fanny Herrero,"Mariama Gueye, Younès Boucif, Elsa Guedj",France,4.0,9,3.9,687,"Des jeunes comédiens essayent de se faire une place dans le milieu du stand-up parisien. Après s'être consacrée à sa vie de famille, Aïssatou revient sur la scène du ""Drôle Comedy Club"" pour confronter ses derniers sketchs devant le public. Elle est épaulée par Nezir, lequel peine à joindre les deux bouts. Ex-star du stand-up, Bling, quant à lui, traverse une mauvaise passe. Confrontés à une concurrence redoutable, doivent-ils jeter l'éponge ou persévérer ?",https://fr.web.img5.acsta.net/c_310_420/pictures/22/03/02/10/37/3491419.jpg
25616,HPI,En cours,Depuis 2021,52,1,16,"Comédie, Policier","Nicolas Jean, Alice Chegaray-Breugnot, Stéphane Carrié","Audrey Fleurot, Mehdi Nebbou, Bruno Sanches",France,3.4,7,3.6,1279,"Morgane, 38 ans, 3 enfants, 2 ex, 5 crédits, 160 de QI et une bonne dose d’insoumission, va voir son destin de femme de ménage chamboulé lorsque ses capacités hors norme sont repérées par la police qui lui propose un poste de consultante. Problème : Morgane déteste les flics !",https://fr.web.img4.acsta.net/c_310_420/pictures/21/04/07/11/14/5145026.jpg
18529,The Last Kingdom,Terminée,2015-2022,60,5,46,"Drame, Historique",Stephen Butchard,"Alexander Dreymon, Emily Cox, Millie Brady",Grande-Bretagne,3.9,6,4.3,5653,"En Angleterre, au IXème siècle, Uhtred, le fils d'un noble, kidnappé par les Vikings lorsqu'il était enfant, doit choisir entre son pays natal et le peuple qui l'a élevé.",https://fr.web.img5.acsta.net/c_310_420/pictures/15/07/23/12/02/293866.jpg
11303,Peaky Blinders,Terminée,2013-2022,52,6,36,"Drame, Historique, Policier",Steven Knight,"Cillian Murphy, Natasha O'Keeffe, Helen McCrory",Grande-Bretagne,4.0,7,4.6,19759,"En 1919, à Birmingham, soldats, révolutionnaires politiques et criminels combattent pour se faire une place dans le paysage industriel de l'après-Guerre. Le Parlement s'attend à une violente révolte, et Winston Churchill mobilise des forces spéciales pour contenir les menaces. La famille Shelby compte parmi les membres les plus redoutables. Surnommés les ""Peaky Blinders"" par rapport à leur utilisation de lames de rasoir cachées dans leurs casquettes, ils tirent principalement leur argent de paris et de vol. Tommy Shelby, le plus dangereux de tous, va devoir faire face à l'arrivée de Campbell, un impitoyable chef de la police qui a pour mission de nettoyer la ville. Ne doit-il pas se méfier tout autant de la ravissante Grace Burgess ? Fraîchement installée dans le voisinage, celle-ci semble cacher un mystérieux passé et un dangereux secret.",https://fr.web.img5.acsta.net/c_310_420/pictures/210/457/21045721_20131001172258551.jpg
27594,Les Héritiers de la terre,En cours,Depuis 2022,50,1,8,"Drame, Historique",Rodolf Sirera,"Yon González, Elena Rivera, Aitor Luna",Espagne,,,3.2,8,"À Barcelone, au 14ème siècle, le jeune et entreprenant Hugo Llor cherche à se faire un nom tout en respectant le serment qu'il a fait à la famille Estanyol.",https://fr.web.img4.acsta.net/c_310_420/pictures/22/03/16/11/14/0150803.jpg
24431,4400 (2021),En cours,Depuis 2021,60,1,13,"Drame, Fantastique",Ariana Jackson,"Brittany Adebumola, Joseph David-Jones, Ireon Roach",U.S.A.,,,1.6,59,"Au cours du siècle dernier, des milliers de jeunes adultes ont mystérieusement disparu. Soudainement et inexplicablement, 4400 personnes portées disparues réapparaissent telles qu'elles étaient au moment de leur disparition. Même celles disparues depuis plusieurs décennies n'ont pas pris une ride. Et surtout, aucune ne se souvient de ce qui leur est arrivé. Ils tentent alors de reprendre une vie normale dans un monde qui a changé et qui se méfie de ce qu'ils sont devenus...Reboot de la série Les 4400 (2004-2007).",https://fr.web.img5.acsta.net/c_310_420/pictures/22/03/30/11/48/3694698.jpg
28225,Heartstopper,En cours,Depuis 2022,30,1,8,"Drame, Romance",Alice Oseman,"Kit Connor, Joe Locke, Corinna Brown",Grande-Bretagne,,,4.0,71,"Partageant une passion commune pour le rugby, les deux adolescents Charlie et Nick deviennent vite amis. Le premier tombe bientôt amoureux de son camarade, même s’il pense qu’il n’a aucune chance.Adaptation du comic éponyme d'Alice Oseman.",https://fr.web.img5.acsta.net/c_310_420/pictures/22/04/13/18/45/5502555.jpg
16950,Better Call Saul,En cours,Depuis 2015,45,6,63,"Comédie, Drame","Vince Gilligan, Peter Gould","Bob Odenkirk, Giancarlo Esposito, Jonathan Banks",U.S.A.,3.9,18,4.4,7555,"Six ans avant de croiser le chemin de Walter White, Saul Goodman, connu sous le nom de Jimmy McGill, est un avocat qui peine à joindre les deux bouts, à Albuquerque, au Nouveau-Mexique. Pour boucler ses fins de mois, il n'aura d'autres choix que se livrer à quelques petites escroqueries. Chemin faisant, il va faire des rencontres qui vont se révéler déterminantes dans son parcours : Nacho Varga, ou encore Mike Ehrmantraut, un criminel spécialisé dans le ""nettoyage"", qui deviendra son futur homme de main.Spin-off et prequel de Breaking Bad.",https://fr.web.img3.acsta.net/c_310_420/pictures/20/01/10/10/30/0756014.jpg
7330,The Walking Dead,En cours,Depuis 2010,44,11,177,"Drame, Epouvante-horreur","Glen Mazzara, Frank Darabont, Scott M. Gimple","Norman Reedus, Melissa McBride, Jeffrey Dean Morgan",U.S.A.,4.4,14,4.4,61411,"Après une apocalypse ayant transformé la quasi-totalité de la population en zombies, un groupe d'hommes et de femmes mené par l'officier Rick Grimes tente de survivre... Ensemble, ils vont devoir tant bien que mal faire face à ce nouveau monde devenu méconnaissable, à travers leur périple dans le Sud profond des États-Unis.",https://fr.web.img6.acsta.net/c_310_420/pictures/21/04/19/14/51/5593951.jpg
274,Grey's Anatomy,En cours,Depuis 2005,42,19,405,"Drame, Médical",Shonda Rhimes,"Ellen Pompeo, Patrick Dempsey, Chandra Wilson",U.S.A.,3.2,10,3.9,57089,"Meredith Grey, fille d'un chirurgien très réputé, commence son internat de première année en médecine chirurgicale dans un hôpital de Seattle. La jeune femme s'efforce de maintenir de bonnes relations avec ses camarades internes, mais dans ce métier difficile la compétition fait rage...",https://fr.web.img6.acsta.net/c_310_420/pictures/20/10/07/22/15/3944085.jpg
5893,Emma (2009),Terminée,2009,52,1,4,Romance,,"Robert Bathurst, Jodhi May, Valerie Lilley",Grande-Bretagne,,,3.9,101,"Jeune femme de la haute société, Emma Woodhouse aime se mêler des affaires des autres et jouer les entremetteuses. Elle est moins locace lorsqu'il s'agit de ses propres sentiments, surtout quand cela implique le charismatique Mr Knightly.",https://fr.web.img4.acsta.net/c_310_420/medias/nmedia/18/72/83/89/19180605.jpg
790,Section de recherches,Terminée,2006-2022,52,15,165,"Drame, Policier","Dominique Lancelot, Steven Bawol, Yann Le Nivet","Xavier Deluc, Franck Semonin, Chrystelle Labaude",France,,,2.5,1117,"La section de recherches est une unité spéciale de la gendarmerie nationale, chargée des affaires les plus complexes, des crimes les plus crapuleux aux enlèvements d'enfants. A la recherche de témoins, l'équipe est habilitée à étendre ses enquêtes au-delà de nos frontières.",https://fr.web.img4.acsta.net/c_310_420/pictures/18/02/01/17/34/1564007.jpg
23297,Chucky,En cours,Depuis 2021,42,2,16,Epouvante-horreur,Don Mancini,"Zackary Arthur, Bjorgvin Arnarson, Alyvia Alyn Lind",U.S.A.,,,3.7,129,"Lorsqu'une vieille poupée Chucky fait son apparition dans un vide-greniers de quartier, une paisible petite ville américaine se retrouve plongée en plein chaos, et une série de terribles meurtres commence à dévoiler les secrets des habitants.",https://fr.web.img4.acsta.net/c_310_420/pictures/21/09/06/17/25/5742155.jpg
19156,Stranger Things,En cours,Depuis 2016,55,5,42,"Drame, Fantastique, Thriller","Matt Duffer, Ross Duffer","Millie Bobby Brown, Winona Ryder, Finn Wolfhard",U.S.A.,3.7,16,4.5,31175,"A Hawkins, en 1983 dans l'Indiana. Lorsque Will Byers disparaît de son domicile, ses amis se lancent dans une recherche semée d’embûches pour le retrouver. Dans leur quête de réponses, les garçons rencontrent une étrange jeune fille en fuite. Les garçons se lient d'amitié avec la demoiselle tatouée du chiffre ""11"" sur son poignet et au crâne rasé et découvrent petit à petit les détails sur son inquiétante situation. Elle est peut-être la clé de tous les mystères qui se cachent dans cette petite ville en apparence tranquille...",https://fr.web.img6.acsta.net/c_310_420/pictures/19/01/03/10/42/0987125.jpg
10720,Top Boy,En cours,Depuis 2011,52,5,26,Drame,Ronan Bennett,"Ashley Walters, Kane Robinson, Micheal Ward",Grande-Bretagne,,,4.2,548,"Dans un quartier de l'est de Londres, le quotidien de plusieurs jeunes impliqués dans le trafic de drogue et les gangs.",https://fr.web.img3.acsta.net/c_310_420/pictures/19/09/16/15/16/3724408.jpg
24952,To the Lake,En cours,Depuis 2019,48,1,8,"Drame, Science fiction",Yana Vagner,"Maryana Spivak, Kirill Käro, Viktoriya Isakova",Russie,,,4.0,300,"Une mystérieuse épidémie transforme Moscou en ville fantôme. Il n’y a plus d’électricité, l’argent n’a plus aucune valeur, et les rares personnes qui n’ont pas été contaminées par le virus se battent désespérément pour trouver de la nourriture et de l’essence...",https://fr.web.img4.acsta.net/c_310_420/pictures/20/11/14/22/36/5148400.jpg
11266,Outlander,En cours,Depuis 2014,42,7,75,"Fantastique, Historique, Science fiction, Romance",Ronald D. Moore,"Caitriona Balfe, Sam Heughan, Sophie Skelton",U.S.A.,3.7,10,4.3,7110,"Les aventures de Claire, une infirmière de guerre mariée qui se retrouve accidentellement propulsée en pleine campagne écossaise de 1743. Elle se retrouve alors mêlée à des histoires de propriétés et d'espionnage qui la poussent à prendre la fuite et menacent sa vie. Elle est alors forcée d'épouser Jamie, un jeune guerrier écossais passionné qui s'enflamme pour elle et la conduit à être déchirée entre fidélité et désir, étant partagée entre deux hommes dramatiquement opposés et deux vies irréconciliables.",https://fr.web.img2.acsta.net/c_310_420/pictures/20/01/06/09/20/3653287.jpg
9280,Downton Abbey,Terminée,2010-2015,58,6,52,"Drame, Historique",Julian Fellowes,"Hugh Bonneville, Michelle Dockery, Maggie Smith",Grande-Bretagne,,,4.4,7774,"Les héritiers de Downton Abbey ayant péri lors du naufrage du Titanic, la famille Crawley se retrouve dans une position délicate, les trois descendantes ne pouvant prétendre au titre de Lord Grantham. Or, le titre, le domaine et la fortune de la famille sont indissociables. Matthew Crawley, nouveau successeur et lointain cousin, arrive à Downton Abbey. Il y découvre un style de vie nouveau, avec des règles très strictes qui régissent la vie entre aristocrates et serviteurs.",https://fr.web.img4.acsta.net/c_310_420/pictures/21/08/11/13/50/3198766.jpg
24748,Son vrai visage,En cours,Depuis 2022,60,1,8,Thriller,Charlotte Stoudt,"Toni Collette, Bella Heathcote, Jessica Barden","U.S.A., Australie",2.5,6,3.0,235,"Dans une petite ville tranquille de Géorgie, un acte de violence fortuit déclenche une suite d'événements inattendus pour Andy Oliver et sa mère Laura. Déterminée à trouver des réponses à ses questions, la jeune femme se lance dans un dangereux voyage à travers les États-Unis, qui va la conduire au cœur des secrets les plus sombres de sa famille.",https://fr.web.img2.acsta.net/c_310_420/pictures/22/02/17/09/43/2527419.jpg
19816,MacGyver (2016),Annulée,2016 - 2021,42,5,94,"Aventure, Drame, Action","Paul Downs Colaizzo, Brett Mahoney","Lucas Till, Tristin Mays, Justin Hires",U.S.A.,1.9,6,2.3,2248,"Agé d'une vingtaine d'années, MacGyver, qui possède un don unique pour la débrouille et des méthodes peu orthodoxes pour parvenir à ses fins, travaille pour le gouvernement au sein d'une organisation secrète dont le but est de sauver des vies.Reboot de la série MacGyver des années 1980 avec Richard Dean Anderson.",https://fr.web.img3.acsta.net/c_310_420/pictures/16/08/18/14/50/321894.jpg
26062,Severance,En cours,Depuis 2022,60,2,18,"Drame, Thriller",Dan Erickson,"Adam Scott, Zach Cherry, Britt Lower",U.S.A.,4.0,15,4.3,175,"Mark Scout travaille pour Lumon Industries, où il dirige une équipe dont les employés subissent une opération chirurgicale de séparation entre leurs souvenirs liés à leur vie professionnelle et ceux liés à leur vie privée. Cette expérience risquée de l’équilibre entre travail et vie personnelle est remise en cause lorsque Mark se retrouve au cœur d’un mystère qui le forcera à affronter la vraie nature de son travail... et la sienne.",https://fr.web.img2.acsta.net/c_310_420/pictures/21/12/16/17/19/2294099.jpg
28656,We Own This City,En cours,2022,60,1,6,"Drame, Policier, Thriller","David Simon (II), George Pelecanos","Jon Bernthal, Wunmi Mosaku, Jamie Hector",U.S.A.,,,3.1,8,"L'histoire de la ""Gun Trace Task Force"" de la police de Baltimore. Ce groupe de travail a été conçu pour éloigner les criminels violents des rues de Baltimore face à la recrudescence de meurtres dans la ville. L'unité a fini par fonctionner comme une organisation criminelle à part entière, avec des agents qui volent l'argent de personnes qu'ils prétendent suspectes, effectuent des perquisitions illégales, placent des preuves et extorquent de l'argent aux trafiquants de drogue.D'après l'ouvrage éponyme du journaliste Justin Fenton.",https://fr.web.img6.acsta.net/c_310_420/pictures/22/04/20/12/23/4503881.jpg
26602,Une mère parfaite,En cours,28 avril 2022 sur TF1,52,1,4,"Drame, Policier, Thriller",Carol Noble,"Julie Gayet, Tomer Sisley, Eden Ducourant","France, Allemagne, Belgique",,,2.7,32,"À Berlin, la vie paisible et bourgeoise d'Hélène Berg bascule à la suite d'un appel téléphonique. Sa fille, Anya, étudiante à Paris, est la principale suspecte dans une affaire de meurtre. Convaincue de son innocence, Hélène prend le premier vol pour se rendre au côté de sa fille. Sur place, elle mène sa propre enquête, aidée de Vincent, un avocat français, mais aussi son amour de jeunesse qu'elle n'avait pas revu depuis vingt ans. Mais au fur et à mesure qu'ils progressent dans leurs recherches, Hélène et Vincent découvrent des preuves compromettantes à l'encontre d'Anya. Le doute s'insinue : et si c’était vrai, et si sa fille était coupable ?Adaptation du roman ""The Perfect Mother"", de Nina Darnton.",https://fr.web.img6.acsta.net/c_310_420/pictures/21/08/17/17/10/2996731.jpg
22125,Demain nous appartient,En cours,Depuis 2017,30,5,1186,"Drame, Thriller","Frédéric Chansel, Laure de Colbert, Nicolas Durand-Zouky","Ingrid Chauvin, Alexandre Brasseur, Anne Caillon",France,3.2,3,2.1,2551,"Le quotidien à Sète, dans le Sud de la France, des familles Delcourt, Vallorta, Lazzari, Beddiar, et Moreno, entre histoires d'amour, trahisons, scandales, affaires policières, traques de tueurs en série, et amitiés mises à rude épreuve.",https://fr.web.img5.acsta.net/c_310_420/pictures/17/06/28/10/36/275414.jpg
23024,Sex Education,En cours,Depuis 2019,50,4,32,"Comédie, Drame",Laurie Nunn,"Asa Butterfield, Emma Mackey, Gillian Anderson",Grande-Bretagne,4.1,16,4.1,12597,"La rebelle Maeve entraîne Otis, un ado vierge mais doté d'une mère sexologue, dans la création d'une cellule de thérapie sexuelle clandestine au sein de leur lycée...",https://fr.web.img4.acsta.net/c_310_420/pictures/19/01/03/10/55/2296345.jpg
20677,The Handmaid’s Tale : la servante écarlate,En cours,Depuis 2017,60,5,46,"Drame, Science fiction",Bruce Miller (II),"Elisabeth Moss, Joseph Fiennes, Alexis Bledel",U.S.A.,4.4,19,4.4,10809,"Dans une société dystopique et totalitaire au très bas taux de natalité, les femmes sont divisées en trois catégories : les Epouses, qui dominent la maison, les Marthas, qui l'entretiennent, et les Servantes, dont le rôle est la reproduction.",https://fr.web.img4.acsta.net/c_310_420/pictures/21/03/04/16/28/0395273.jpg
7157,Game of Thrones,Terminée,2011-2019,52,8,73,"Drame, Fantastique","D.B. Weiss, David Benioff","Emilia Clarke, Peter Dinklage, Kit Harington",U.S.A.,4.1,7,4.6,79904,"Il y a très longtemps, à une époque oubliée, une force a détruit l'équilibre des saisons. Dans un pays où l'été peut durer plusieurs années et l'hiver toute une vie, des forces sinistres et surnaturelles se pressent aux portes du Royaume des Sept Couronnes. La confrérie de la Garde de Nuit, protégeant le Royaume de toute créature pouvant provenir d'au-delà du Mur protecteur, n'a plus les ressources nécessaires pour assurer la sécurité de tous. Après un été de dix années, un hiver rigoureux s'abat sur le Royaume avec la promesse d'un avenir des plus sombres. Pendant ce temps, complots et rivalités se jouent sur le continent pour s'emparer du Trône de Fer, le symbole du pouvoir absolu.",https://fr.web.img4.acsta.net/c_310_420/pictures/19/03/21/17/05/1927893.jpg
22215,Euphoria,En cours,Depuis 2019,60,3,26,Drame,Sam Levinson,"Zendaya, Hunter Schafer, Jacob Elordi",U.S.A.,3.6,9,4.2,3589,"A 17 ans, Rue Bennett, fraîchement sortie de désintox, cherche à donner un sens à son existence. Elle se lie très vite à Jules Vaughn, une fille trans récemment arrivée en ville après le divorce de ses parents. Dans leur sillage gravitent Nate Jacobs, un sportif dont les problèmes de colère masquent des complexes sexuels ; Maddy Perez, la petite amie de Nate ; Chris McKay, star de l'équipe de football qui peine à suivre les cours ; Cassie Howard, dont le passif sexuel continue de la poursuivre ; Lexi Howard, jeune sœur de Cassie et amie d'enfance de Rue ; et Kat Hernandez, en pleine exploration de sa sexualité. Adaptation US de la série éponyme israëlienne Euphoria (2012), elle-même tirée d'une histoire vraie.",https://fr.web.img5.acsta.net/c_310_420/pictures/21/02/11/14/12/3294387.jpg
29127,Arcane,En cours,Depuis 2021,45,2,18,"Aventure, Science fiction, Action, Animation","Alex Yee, Christian ""Praeco"" Linke","Hailee Steinfeld, Ella Purnell, Kevin Alejandro",U.S.A.,4.3,3,4.7,3659,"Championnes de leurs villes jumelles et rivales (la huppée Piltover et la sous-terraine Zaun), deux sœurs Vi et Powder se battent dans une guerre où font rage des technologies magiques et des perspectives diamétralement opposées.",https://fr.web.img5.acsta.net/c_310_420/pictures/21/11/02/11/12/2878509.jpg
19874,La Petite Histoire de France,En cours,Depuis 2015,3,4,1,"Comédie, Historique","Jamel Debbouze, Laurent Tiphaine, Frank Cimière","Maxime Gasteuil, David Salles, François Levantal",France,,,2.9,526,"Tout le monde connaît Jeanne d'Arc, Louis XIV et Napoléon. Leurs cousins en revanche ne sont pas rentrés dans l'histoire... La Petite Histoire de France a decidé de réparer cette erreur.",https://fr.web.img4.acsta.net/c_310_420/pictures/15/10/15/10/35/122515.jpg
10214,Vikings,Terminée,2013-2020,52,6,89,"Aventure, Drame, Historique",Michael Hirst,"Alex Høgh Andersen, Marco Ilsø, Gustaf Skarsgård","Canada, Irlande",3.3,6,4.4,24837,"Scandinavie, à la fin du 8ème siècle. Ragnar Lodbrok, un jeune guerrier viking, est avide d'aventures et de nouvelles conquêtes. Lassé des pillages sur les terres de l'Est, il se met en tête d'explorer l'Ouest par la mer. Malgré la réprobation de son chef, Haraldson, il se fie aux signes et à la volonté des dieux, en construisant une nouvelle génération de vaisseaux, plus légers et plus rapides...",https://fr.web.img6.acsta.net/c_310_420/pictures/20/12/04/10/04/4859166.jpg
