id,title,status,release_date,duration,nb_seasons,nb_episodes,genres,directors,actors,nationality,press_rating,nb_press_rating,spect_rating,nb_spect_rating,summary,poster_link
25896,Disparition inquiétante,En cours,Depuis 2019,90,1,4,Policier,Johanne Rigoulot,"Sonia Hell, Michel Bouis, Emma Ninucci",France,,,2.8,43,"Disparition inquiétante est une Collection de France 2 sur des enquêtes axées autour d'affaires de disparitions. A chaque épisode, une histoire et des protagonistes différents.",https://fr.web.img2.acsta.net/c_310_420/pictures/21/01/04/10/47/0071767.jpg
17389,The Royals,Annulée,2015 - 2018,42,4,40,Drame,Mark Schwahn,"Elizabeth Hurley, William Moseley, Alexandra Park",U.S.A.,,,3.9,270,"La Reine Helena d'Angleterre est la matriarche d'une famille royale fictive contemporaine qui doit s'efforcer de garder sous contrôle chaque membre afin de véhiculer une image publique acceptable. La tâche est loin d'être aisée, et ses enfants ne rendent pas les choses faciles. Le poids de la couronne pèse plus que jamais sur la jeune génération...",https://fr.web.img6.acsta.net/c_310_420/pictures/18/03/15/12/18/0163658.jpg
31271,Sans un mot,Terminée,2022,45,1,,"Drame, Policier, Thriller","Agata Malesinska, Wojciech Miloszewski","Magdalena Boczarska, Leszek Lichota, Agnieszka Grochowska",Pologne,,,2.7,61,La disparition d'un jeune homme peu après la mort de son ami sème le trouble chez les habitants d'une banlieue aisée de Varsovie en révélant leurs secrets et mensonges.,https://fr.web.img5.acsta.net/c_310_420/pictures/22/04/04/18/37/4727888.jpg
24836,En thérapie,En cours,Depuis 2021,26,2,70,Drame,"Eric Toledano, Olivier Nakache, Laetitia Gonzalez","Frédéric Pierrot, Carole Bouquet, Mélanie Thierry",France,3.9,8,4.2,1620,"Paris, automne 2015. Philippe Dayan reçoit chaque semaine dans son cabinet à deux pas de la place de la République, une chirurgienne en plein désarroi amoureux, un couple en crise, une ado aux tendances suicidaires et un agent de la BRI traumatisé par son intervention au Bataclan. A l’écoute de ces vies bouleversées, le séisme émotionnel qui se déclenche en lui est sans précédent. Pour tenter d’y échapper, il renoue avec son ancienne analyste, Esther, avec qui il avait coupé les ponts depuis près de 12 ans.Adaptation de la série israélienne ""Be’Tipul"" de Hagai Levi, Nir Bergman et Ori Sivan.",https://fr.web.img4.acsta.net/c_310_420/pictures/22/04/08/09/03/4214788.jpg
25149,Trois mètres au-dessus du ciel,En cours,Depuis 2019,40,3,24,"Drame, Romance","Mirko Cetrangolo, Anita Rivaroli","Coco Rebecca Edogamhe, Ludovico Tersigni, Andrea Lattanzi",Italie,,,3.4,203,"Summer et Ale, deux adolescents issus de milieux très différents, tombent amoureux pendant un été en Italie sur la côte adriatique.Inspirée de la série de livres de Federico Moccia.",https://fr.web.img6.acsta.net/c_310_420/pictures/20/04/15/13/10/4843574.jpg
26602,Une mère parfaite,Terminée,2021-2022,52,1,4,"Drame, Policier, Thriller",Carol Noble,"Julie Gayet, Tomer Sisley, Eden Ducourant","France, Allemagne, Belgique",3.4,7,2.4,62,"À Berlin, la vie paisible et bourgeoise d'Hélène Berg bascule à la suite d'un appel téléphonique. Sa fille, Anya, étudiante à Paris, est la principale suspecte dans une affaire de meurtre. Convaincue de son innocence, Hélène prend le premier vol pour se rendre au côté de sa fille. Sur place, elle mène sa propre enquête, aidée de Vincent, un avocat français, mais aussi son amour de jeunesse qu'elle n'avait pas revu depuis vingt ans. Mais au fur et à mesure qu'ils progressent dans leurs recherches, Hélène et Vincent découvrent des preuves compromettantes à l'encontre d'Anya. Le doute s'insinue : et si c’était vrai, et si sa fille était coupable ?Adaptation du roman ""The Perfect Mother"", de Nina Darnton.",https://fr.web.img6.acsta.net/c_310_420/pictures/21/08/17/17/10/2996731.jpg
23024,Sex Education,En cours,Depuis 2019,50,4,32,"Comédie, Drame",Laurie Nunn,"Asa Butterfield, Emma Mackey, Gillian Anderson",Grande-Bretagne,4.1,16,4.1,12647,"La rebelle Maeve entraîne Otis, un ado vierge mais doté d'une mère sexologue, dans la création d'une cellule de thérapie sexuelle clandestine au sein de leur lycée...",https://fr.web.img4.acsta.net/c_310_420/pictures/19/01/03/10/55/2296345.jpg
23886,La Chronique des Bridgerton,En cours,Depuis 2020,60,4,24,"Drame, Historique, Romance","Chris Van Dusen, Shonda Rhimes","Phoebe Dynevor, Jonathan Bailey, Regé-Jean Page",U.S.A.,3.8,8,3.7,2943,"À Londres, pendant la Régence, Daphne Bridgerton, fille aînée d'une puissante dynastie, est censée se trouver un mari, mais la concurrence est rude et ses envies sont ailleurs...",https://fr.web.img6.acsta.net/c_310_420/pictures/22/03/27/12/46/5207664.jpg
11266,Outlander,En cours,Depuis 2014,42,7,75,"Fantastique, Historique, Science fiction, Romance",Ronald D. Moore,"Caitriona Balfe, Sam Heughan, Sophie Skelton",U.S.A.,3.7,10,4.3,7127,"Les aventures de Claire, une infirmière de guerre mariée qui se retrouve accidentellement propulsée en pleine campagne écossaise de 1743. Elle se retrouve alors mêlée à des histoires de propriétés et d'espionnage qui la poussent à prendre la fuite et menacent sa vie. Elle est alors forcée d'épouser Jamie, un jeune guerrier écossais passionné qui s'enflamme pour elle et la conduit à être déchirée entre fidélité et désir, étant partagée entre deux hommes dramatiquement opposés et deux vies irréconciliables.",https://fr.web.img2.acsta.net/c_310_420/pictures/20/01/06/09/20/3653287.jpg
22125,Demain nous appartient,En cours,Depuis 2017,30,5,1196,"Drame, Thriller","Frédéric Chansel, Laure de Colbert, Nicolas Durand-Zouky","Ingrid Chauvin, Alexandre Brasseur, Clément Rémiens",France,3.2,3,2.1,2563,"Le quotidien à Sète, dans le Sud de la France, des familles Delcourt, Vallorta, Lazzari, Beddiar, et Moreno, entre histoires d'amour, trahisons, scandales, affaires policières, traques de tueurs en série, et amitiés mises à rude épreuve.",https://fr.web.img5.acsta.net/c_310_420/pictures/17/06/28/10/36/275414.jpg
26294,Outer Range,En cours,Depuis 2022,50,1,8,"Drame, Thriller",Brian Watkins,"Josh Brolin, Imogen Poots, Lili Taylor",U.S.A.,3.0,6,3.5,72,"Royal Abbott est un éleveur du Wyoming. Il se bat pour conserver ses terres. Bientôt, il découvre un mystère en pleine nature...",https://fr.web.img4.acsta.net/c_310_420/pictures/22/03/10/10/50/4518123.jpg
26049,Ici Tout Commence,En cours,Depuis 2020,26,2,409,Soap,"Coline Assous, Eric Fuhrer, Othman Mahfoud","Clément Rémiens, Vanessa Demouy, Frédéric Diefenthal",France,3.1,4,3.0,481,"L’institut Auguste Armand est l’une des meilleures écoles de cuisine de France. Excellence, rigueur et discipline sont de mise dans cet établissement géré par une équipe de professionnels talentueux, reconnus et respectés. Un lieu clos qui va être le théâtre d’histoires d’amour contrariées et complexes, mais aussi de rivalités et de trahisons. Mais pour Maxime Delcourt et le reste des élèves de cette école prestigieuse, l'obectif est clair : devenir les futurs chefs étoilés de la gastronomie française. Et rien n’entachera leur motivation.",https://fr.web.img3.acsta.net/c_310_420/pictures/20/10/14/11/06/4100244.jpg
28656,We Own This City,En cours,2022,60,1,6,"Drame, Policier, Thriller","David Simon (II), George Pelecanos","Jon Bernthal, Wunmi Mosaku, Jamie Hector",U.S.A.,,,3.5,28,"L'histoire de la ""Gun Trace Task Force"" de la police de Baltimore. Ce groupe de travail a été conçu pour éloigner les criminels violents des rues de Baltimore face à la recrudescence de meurtres dans la ville. L'unité a fini par fonctionner comme une organisation criminelle à part entière, avec des agents qui volent l'argent de personnes qu'ils prétendent suspectes, effectuent des perquisitions illégales, placent des preuves et extorquent de l'argent aux trafiquants de drogue.D'après l'ouvrage éponyme du journaliste Justin Fenton.",https://fr.web.img6.acsta.net/c_310_420/pictures/22/04/20/12/23/4503881.jpg
26113,Drôle,En cours,Depuis 2022,45,1,6,Comédie,Fanny Herrero,"Mariama Gueye, Younès Boucif, Elsa Guedj",France,4.0,9,3.9,741,"Des jeunes comédiens essayent de se faire une place dans le milieu du stand-up parisien. Après s'être consacrée à sa vie de famille, Aïssatou revient sur la scène du ""Drôle Comedy Club"" pour confronter ses derniers sketchs devant le public. Elle est épaulée par Nezir, lequel peine à joindre les deux bouts. Ex-star du stand-up, Bling, quant à lui, traverse une mauvaise passe. Confrontés à une concurrence redoutable, doivent-ils jeter l'éponge ou persévérer ?",https://fr.web.img5.acsta.net/c_310_420/pictures/22/03/02/10/37/3491419.jpg
20677,The Handmaid’s Tale : la servante écarlate,En cours,Depuis 2017,60,5,46,"Drame, Science fiction",Bruce Miller (II),"Elisabeth Moss, Joseph Fiennes, Alexis Bledel",U.S.A.,4.4,19,4.4,10830,"Dans une société dystopique et totalitaire au très bas taux de natalité, les femmes sont divisées en trois catégories : les Epouses, qui dominent la maison, les Marthas, qui l'entretiennent, et les Servantes, dont le rôle est la reproduction.",https://fr.web.img4.acsta.net/c_310_420/pictures/21/03/04/16/28/0395273.jpg
28955,Pourquoi pas Evans ?,Terminée,2022,60,1,4,Policier,Hugh Laurie,"Will Poulter, Lucy Boynton, Hugh Laurie",Grande-Bretagne,,,3.0,50,"Bobby Jones et de son amie mondaine Lady Frances Derwent, découvrent un homme mourant alors qu'ils recherchent une balle de golf. Jones et Derwent se transforment en détectives amateurs et cherchent à percer le mystère de cet homme, qui a la photo d'une belle jeune femme dans sa poche et qui, dans son dernier souffle, prononce la question énigmatique qui constitue le titre de la série.Adaptation de ""Pourquoi pas Evans ?"", d'Agatha Christie (1934).",https://fr.web.img6.acsta.net/c_310_420/pictures/22/04/05/09/21/2922388.jpg
11303,Peaky Blinders,Terminée,2013-2022,52,6,36,"Drame, Historique, Policier",Steven Knight,"Cillian Murphy, Helen McCrory, Natasha O'Keeffe",Grande-Bretagne,4.0,7,4.6,19817,"En 1919, à Birmingham, soldats, révolutionnaires politiques et criminels combattent pour se faire une place dans le paysage industriel de l'après-Guerre. Le Parlement s'attend à une violente révolte, et Winston Churchill mobilise des forces spéciales pour contenir les menaces. La famille Shelby compte parmi les membres les plus redoutables. Surnommés les ""Peaky Blinders"" par rapport à leur utilisation de lames de rasoir cachées dans leurs casquettes, ils tirent principalement leur argent de paris et de vol. Tommy Shelby, le plus dangereux de tous, va devoir faire face à l'arrivée de Campbell, un impitoyable chef de la police qui a pour mission de nettoyer la ville. Ne doit-il pas se méfier tout autant de la ravissante Grace Burgess ? Fraîchement installée dans le voisinage, celle-ci semble cacher un mystérieux passé et un dangereux secret.",https://fr.web.img5.acsta.net/c_310_420/pictures/210/457/21045721_20131001172258551.jpg
20677,The Handmaid’s Tale : la servante écarlate,En cours,Depuis 2017,60,5,46,"Drame, Science fiction",Bruce Miller (II),"Elisabeth Moss, Joseph Fiennes, Alexis Bledel",U.S.A.,4.4,19,4.4,10830,"Dans une société dystopique et totalitaire au très bas taux de natalité, les femmes sont divisées en trois catégories : les Epouses, qui dominent la maison, les Marthas, qui l'entretiennent, et les Servantes, dont le rôle est la reproduction.",https://fr.web.img4.acsta.net/c_310_420/pictures/21/03/04/16/28/0395273.jpg
11266,Outlander,En cours,Depuis 2014,42,7,75,"Fantastique, Historique, Science fiction, Romance",Ronald D. Moore,"Caitriona Balfe, Sam Heughan, Sophie Skelton",U.S.A.,3.7,10,4.3,7127,"Les aventures de Claire, une infirmière de guerre mariée qui se retrouve accidentellement propulsée en pleine campagne écossaise de 1743. Elle se retrouve alors mêlée à des histoires de propriétés et d'espionnage qui la poussent à prendre la fuite et menacent sa vie. Elle est alors forcée d'épouser Jamie, un jeune guerrier écossais passionné qui s'enflamme pour elle et la conduit à être déchirée entre fidélité et désir, étant partagée entre deux hommes dramatiquement opposés et deux vies irréconciliables.",https://fr.web.img2.acsta.net/c_310_420/pictures/20/01/06/09/20/3653287.jpg
24572,Poupée russe,En cours,Depuis 2019,30,2,15,"Comédie, Drame","Natasha Lyonne, Amy Poehler, Leslye Headland","Natasha Lyonne, Charlie Barnett, Greta Lee",U.S.A.,3.9,10,3.9,1070,"Une femme prise au piège d'une mystérieuse boucle revit sans cesse une nuit de fête à l'issue de laquelle elle meurt... avant de se réveiller le lendemain, indemne.",https://fr.web.img5.acsta.net/c_310_420/pictures/19/01/10/10/57/4401137.jpg
11303,Peaky Blinders,Terminée,2013-2022,52,6,36,"Drame, Historique, Policier",Steven Knight,"Cillian Murphy, Helen McCrory, Natasha O'Keeffe",Grande-Bretagne,4.0,7,4.6,19817,"En 1919, à Birmingham, soldats, révolutionnaires politiques et criminels combattent pour se faire une place dans le paysage industriel de l'après-Guerre. Le Parlement s'attend à une violente révolte, et Winston Churchill mobilise des forces spéciales pour contenir les menaces. La famille Shelby compte parmi les membres les plus redoutables. Surnommés les ""Peaky Blinders"" par rapport à leur utilisation de lames de rasoir cachées dans leurs casquettes, ils tirent principalement leur argent de paris et de vol. Tommy Shelby, le plus dangereux de tous, va devoir faire face à l'arrivée de Campbell, un impitoyable chef de la police qui a pour mission de nettoyer la ville. Ne doit-il pas se méfier tout autant de la ravissante Grace Burgess ? Fraîchement installée dans le voisinage, celle-ci semble cacher un mystérieux passé et un dangereux secret.",https://fr.web.img5.acsta.net/c_310_420/pictures/210/457/21045721_20131001172258551.jpg
18529,The Last Kingdom,Terminée,2015-2022,60,5,46,"Drame, Historique",Stephen Butchard,"Alexander Dreymon, Emily Cox, Millie Brady",Grande-Bretagne,3.9,6,4.3,5682,"En Angleterre, au IXème siècle, Uhtred, le fils d'un noble, kidnappé par les Vikings lorsqu'il était enfant, doit choisir entre son pays natal et le peuple qui l'a élevé.",https://fr.web.img5.acsta.net/c_310_420/pictures/15/07/23/12/02/293866.jpg
19156,Stranger Things,En cours,Depuis 2016,55,5,42,"Drame, Fantastique, Thriller","Matt Duffer, Ross Duffer","Winona Ryder, Millie Bobby Brown, David Harbour",U.S.A.,3.7,16,4.5,31244,"A Hawkins, en 1983 dans l'Indiana. Lorsque Will Byers disparaît de son domicile, ses amis se lancent dans une recherche semée d’embûches pour le retrouver. Dans leur quête de réponses, les garçons rencontrent une étrange jeune fille en fuite. Les garçons se lient d'amitié avec la demoiselle tatouée du chiffre ""11"" sur son poignet et au crâne rasé et découvrent petit à petit les détails sur son inquiétante situation. Elle est peut-être la clé de tous les mystères qui se cachent dans cette petite ville en apparence tranquille...",https://fr.web.img6.acsta.net/c_310_420/pictures/19/01/03/10/42/0987125.jpg
28955,Pourquoi pas Evans ?,Terminée,2022,60,1,4,Policier,Hugh Laurie,"Will Poulter, Lucy Boynton, Hugh Laurie",Grande-Bretagne,,,3.0,50,"Bobby Jones et de son amie mondaine Lady Frances Derwent, découvrent un homme mourant alors qu'ils recherchent une balle de golf. Jones et Derwent se transforment en détectives amateurs et cherchent à percer le mystère de cet homme, qui a la photo d'une belle jeune femme dans sa poche et qui, dans son dernier souffle, prononce la question énigmatique qui constitue le titre de la série.Adaptation de ""Pourquoi pas Evans ?"", d'Agatha Christie (1934).",https://fr.web.img6.acsta.net/c_310_420/pictures/22/04/05/09/21/2922388.jpg
7330,The Walking Dead,En cours,Depuis 2010,44,11,177,"Drame, Epouvante-horreur","Glen Mazzara, Frank Darabont, Scott M. Gimple","Norman Reedus, Jeffrey Dean Morgan, Melissa McBride",U.S.A.,4.4,14,4.4,61469,"Après une apocalypse ayant transformé la quasi-totalité de la population en zombies, un groupe d'hommes et de femmes mené par l'officier Rick Grimes tente de survivre... Ensemble, ils vont devoir tant bien que mal faire face à ce nouveau monde devenu méconnaissable, à travers leur périple dans le Sud profond des États-Unis.",https://fr.web.img6.acsta.net/c_310_420/pictures/21/04/19/14/51/5593951.jpg
28656,We Own This City,En cours,2022,60,1,6,"Drame, Policier, Thriller","David Simon (II), George Pelecanos","Jon Bernthal, Wunmi Mosaku, Jamie Hector",U.S.A.,,,3.5,28,"L'histoire de la ""Gun Trace Task Force"" de la police de Baltimore. Ce groupe de travail a été conçu pour éloigner les criminels violents des rues de Baltimore face à la recrudescence de meurtres dans la ville. L'unité a fini par fonctionner comme une organisation criminelle à part entière, avec des agents qui volent l'argent de personnes qu'ils prétendent suspectes, effectuent des perquisitions illégales, placent des preuves et extorquent de l'argent aux trafiquants de drogue.D'après l'ouvrage éponyme du journaliste Justin Fenton.",https://fr.web.img6.acsta.net/c_310_420/pictures/22/04/20/12/23/4503881.jpg
29662,Platonique,En cours,Depuis 2022,22,1,10,"Comédie, Romance","Camille Rosset, Elie Girard","Camille Rutherford, Maxence Tual, Allison Chassagne",France,,,3.2,6,"Malheureux en couple, Yann et Elsa quittent leurs conjoints respectifs pur s’installer ensemble en toute amitié, bien sûr... A 35 ans, les 2 meilleurs amis se retrouvent en coloc. Un agréable retour en arrière ? Oui, les semaines paires . Car les semaines impaires... leurs gamins débarquent. Entre célibat retrouvé et famille-amitié, Yann et Elsa espèrent trouver l’équilibre parfait. Mais peut-on vraiment faire famille entre amis ?",https://fr.web.img3.acsta.net/c_310_420/pictures/22/03/09/17/01/3112818.jpg
24173,WandaVision,En cours,Depuis 2021,35,1,9,"Comédie, Fantastique, Action",Jac Schaeffer,"Elizabeth Olsen, Paul Bettany, Kathryn Hahn",U.S.A.,3.7,8,4.0,4295,"WandaVision combine des éléments de sitcom traditionnelle à ceux de l’Univers Cinématographique Marvel. Wanda Maximoff alias Scarlet Witch et Vision sont des super-héros, vivant dans une banlieue idéalisée mais commençant à soupçonner que tout n’est peut-être pas ce qu'il paraît être...",https://fr.web.img2.acsta.net/c_310_420/pictures/21/02/01/16/54/3730739.jpg
27018,Shining Girls,En cours,Depuis 2022,60,1,8,"Drame, Thriller",Silka Luisa,"Elisabeth Moss, Phillipa Soo, Amy Brenneman",U.S.A.,,,3.1,13,"Adaptation du best-seller Les Lumineuses de Lauren Beukes.Une journaliste de Chicago survit à une agression brutale, mais sa vie ne sera plus jamais la même après cet événement. Elle se lance alors dans la traque de son agresseur...",https://fr.web.img6.acsta.net/c_310_420/pictures/22/04/29/10/52/3952345.jpg
28225,Heartstopper,En cours,Depuis 2022,30,1,8,"Drame, Romance",Alice Oseman,"Kit Connor, Joe Locke, Corinna Brown",Grande-Bretagne,4.2,3,4.4,233,"Partageant une passion commune pour le rugby, les deux adolescents Charlie et Nick deviennent vite amis. Le premier tombe bientôt amoureux de son camarade, même s’il pense qu’il n’a aucune chance.Adaptation du comic éponyme d'Alice Oseman.",https://fr.web.img5.acsta.net/c_310_420/pictures/22/04/13/18/45/5502555.jpg?coixp=51&coiyp=59
30302,Celebrity Hunted – Chasse à l’Homme,En cours,Depuis 2021,50,2,12,Comédie,,"Laure Manaudou, Florent Manaudou, Franck Gastambide",France,,,2.0,209,"Dans Celebrity Hunted – Chasse à l’Homme, les personnalités vont tout faire pour disparaître sans laisser de trace et tenter d’échapper à des experts de la cybersécurité, du profilage et des professionnels de l’investigation. Pendant 10 jours ces ""chasseurs"" vont traquer nos personnalités à travers toute la France. Caméras de surveillance, traçages d’appels, reconnaissance de plaques d’immatriculations, ils ne laisseront rien au hasard. Un seul objectif pour nos célébrités, rejoindre à l’issue des dix jours de cavale, un lieu d’exfiltration pour espérer remporter la compétition.",https://fr.web.img4.acsta.net/c_310_420/pictures/21/10/07/12/05/0547306.jpg
24173,WandaVision,En cours,Depuis 2021,35,1,9,"Comédie, Fantastique, Action",Jac Schaeffer,"Elizabeth Olsen, Paul Bettany, Kathryn Hahn",U.S.A.,3.7,8,4.0,4295,"WandaVision combine des éléments de sitcom traditionnelle à ceux de l’Univers Cinématographique Marvel. Wanda Maximoff alias Scarlet Witch et Vision sont des super-héros, vivant dans une banlieue idéalisée mais commençant à soupçonner que tout n’est peut-être pas ce qu'il paraît être...",https://fr.web.img2.acsta.net/c_310_420/pictures/21/02/01/16/54/3730739.jpg
20251,Bull,En cours,2016 - 2022,42,6,125,"Drame, Judiciaire","Phil McGraw, Paul Attanasio","Michael Weatherly, Geneva Carr, Christopher Jackson",U.S.A.,2.3,7,3.6,500,"Le Dr Jason Bull est le brillant fondateur d'une firme spécialisée en conseils juridiques. Entourée de son équipe d'experts ultra-compétents, il se démène pour mettre en place de véritables stratégies pour permettre de faire pencher la balance de la justice en faveur de ses clients. Ses méthodes lui permettent d'analyser tout un ensemble de facteurs pour prédire les comportements et décisions des jurés, des avocats ou encore des témoins.Série inspirée de la carrière du Dr Phil McGraw.",https://fr.web.img2.acsta.net/c_310_420/pictures/16/08/18/17/52/564132.jpg
25064,The Dropout,Terminée,2022,60,1,8,"Drame, Biopic",Elizabeth Meriwether,"Amanda Seyfried, Naveen Andrews, Utkarsh Ambudkar",U.S.A.,4.0,10,3.6,83,"L'ascension et la chute de la plus jeune milliardaire autoproclamée du monde, Elizabeth Holmes.",https://fr.web.img2.acsta.net/c_310_420/pictures/22/02/08/17/21/0084032.jpg
7157,Game of Thrones,Terminée,2011-2019,52,8,73,"Drame, Fantastique","D.B. Weiss, David Benioff","Kit Harington, Emilia Clarke, Peter Dinklage",U.S.A.,4.1,7,4.6,79981,"Il y a très longtemps, à une époque oubliée, une force a détruit l'équilibre des saisons. Dans un pays où l'été peut durer plusieurs années et l'hiver toute une vie, des forces sinistres et surnaturelles se pressent aux portes du Royaume des Sept Couronnes. La confrérie de la Garde de Nuit, protégeant le Royaume de toute créature pouvant provenir d'au-delà du Mur protecteur, n'a plus les ressources nécessaires pour assurer la sécurité de tous. Après un été de dix années, un hiver rigoureux s'abat sur le Royaume avec la promesse d'un avenir des plus sombres. Pendant ce temps, complots et rivalités se jouent sur le continent pour s'emparer du Trône de Fer, le symbole du pouvoir absolu.",https://fr.web.img4.acsta.net/c_310_420/pictures/19/03/21/17/05/1927893.jpg
