id,title,status,release_date,duration,nb_seasons,nb_episodes,genres,directors,actors,nationality,press_rating,nb_press_rating,spect_rating,nb_spect_rating,summary,poster_link
22426,L'Étoffe des héros,Annulée,2020,60,1,8,"Aventure, Drame, Historique",Will Staples,"Jake McDorman, Patrick J. Adams, Colin O'Donoghue",U.S.A.,3.3,5,3.7,140,"1958. L'URSS domine la course à l'espace. Pour contrecarrer, le gouvernement américain et la NASA mettent au point le programme Mercury. La mission consiste à envoyer sept astronautes dans l'espace. Les sept individus, connus sous le nom de Mercury Seven, sont transformés en héros de la nation.",https://fr.web.img4.acsta.net/c_310_420/pictures/20/08/20/16/17/2667086.jpg
25085,L'homme que j'ai condamné,Terminée,2021,52,1,4,"Drame, Judiciaire","Fanny Robert, Sophie Lebarbier","Ophelia Kolb, Stanley Weber, Lucile Marquis",France,2.8,5,3.2,39,"Désignée pour être jurée dans un procès criminel, Inès, une infirmière de 40 ans, contribue à faire condamner l’accusé, un homme au passé violent. A l’issue du procès elle est prise d’un terrible doute : et si elle venait d’envoyer un innocent derrière les barreaux ?",https://fr.web.img5.acsta.net/c_310_420/pictures/21/11/16/17/05/3706787.jpg
688,L'Homme qui valait 3 milliards,Terminée,1974-1978,42,5,106,"Science fiction, Action","Harve Bennett, Kenneth Johnson",,U.S.A.,,,2.2,2302,"Gravement blessé dans un crash, l'astronaute Steve Austin est ""reconstruit"" avec des membres bioniques, ce qui lui procure une force immense, une vue perçante, et une rapidité hors norme ! Il travaille dorénavant pour l'agence gouvernementale OSI (Office of Scientific Intelligence), les aidant à résoudre toutes sortes d'affaires...",https://fr.web.img6.acsta.net/c_310_420/medias/nmedia/18/36/31/82/18472133.jpg
8300,L'Île des défis extrêmes,En cours,Depuis 2007,30,,,Animation,,"Christian Potenza, Laurie Elliott, Brian Froud","Canada, U.S.A., France",,,4.0,63,,https://fr.web.img6.acsta.net/c_310_420/pictures/210/073/21007300_2013052115514183.jpg
29852,L'Imposture,En cours,Depuis 2021,60,1,4,"Drame, Policier","Emilia di Girolamo, Niall MacCormick","Niamh Algar, Eddie Marsan, Harry Treadaway",Grande-Bretagne,,,3.1,27,"Afin de résoudre le meurtre de Rachel Nickell poignardée puis violée en 1992, une femme officier mène une enquête sous couverture afin de confondre le tueur présumé. Sous le nom de ""Lizzie James"", elle va devenir l’appât sexuel de celui qui va lui faire vivre l’expérience la plus dangereuse de sa carrière.",https://fr.web.img6.acsta.net/c_310_420/pictures/21/08/09/16/09/2214289.jpg
625,La Belle et la Bête,Terminée,1987-1990,42,3,56,"Drame, Fantastique, Policier, Romance",Ron Koslow,"Ron Perlman, Jo Anderson, Roy Dotrice",U.S.A.,,,3.1,202,"Catherine Chandler, jeune avocate de la haute société New Yorkaise, est agressée et laissée pour morte dans Central Park. Elle est sauvée par Vincent, une créature mi-homme mi-bête, qui l'emmène dans son monde souterrain, afin de la soigner. Dans ce monde, câché du reste des humains, vit une communauté d'exclus. Guérie, Catherine retourne dans son monde en promettant de garder le secret. Elle devient assistante du procureur de Manhattan, et chaque fois que ses enquêtes la mettent en danger, Vincent, uni à elle par un mystérieux lien mental, vient à son aide.",https://fr.web.img6.acsta.net/c_310_420/medias/nmedia/18/36/20/28/18461041.jpg
23032,La casa de las flores,Terminée,Depuis2018,30,3,33,Comédie dramatique,Manolo Caro (II),"Verónica Castro, Cecilia Suárez, Aislinn Derbez",Mexique,,,4.0,138,"Dans cette série comique et dramatique à l'humour noir, l'apparente perfection d'une famille de fleuristes cache une facette sombre où secrets et névroses pullulent.",https://fr.web.img6.acsta.net/c_310_420/pictures/18/06/13/09/15/2795661.jpg
9316,La Folle Histoire du Palmashow,Terminée,2010-2017,22,4,,Comédie,"Grégoire Ludig, David Marsais","Grégoire Ludig, David Marsais, Aude Gogny-Goubert",France,,,4.3,892,"Greg et David sont embauchés en tant qu'auteurs de blagues sur Direct 8, plus par erreur qu'autre chose. Ils vous racontent leur vie au sein de la chaîne à travers une fiction complètement absurde et décalée, entrecoupée de parodies en tout genre. Bref, un beau bordel, orchestré par Le Palmashow.",https://fr.web.img3.acsta.net/c_310_420/medias/nmedia/18/79/76/71/19517093.jpg
25313,La Garçonne,Terminée,2020,52,1,6,"Historique, Policier",Dominique Lancelot,"Laura Smet, Grégory Fitoussi, Tom Hygreck",France,3.2,8,3.0,149,"Dans le Paris des Années folles, Louise Kerlac est témoin du meurtre d’un proche, commis par des agents de l’Etat. Pour échapper au pire, elle doit disparaître...",https://fr.web.img2.acsta.net/c_310_420/pictures/20/08/11/16/35/3707976.jpg
30040,La maison de la rue en pente,En cours,Depuis 2019,50,1,6,Drame,Yukihiro Morigaki,"Kô Shibasaki, Seiichi Tanabe, Atsuko Takahata",Japon,,,3.9,44,"Jeune mère au foyer, Risako a dû cesser de travailler pour se consacrer à son mari et à leur fille de 3 ans. Sa vie bascule le jour où elle reçoit une convocation pour être jurée au procès d’une mère accusée d’avoir noyé son bébé. Elle va peu à peu découvrir de troublantes similitudes entre leurs deux histoires...",https://fr.web.img2.acsta.net/c_310_420/pictures/21/09/06/15/01/0015773.jpg
382,La Quatrième dimension,Terminée,1959-1964,22,5,156,"Drame, Epouvante-horreur, Fantastique, Science fiction, Thriller",Rod Serling,"Rod Serling, Francis De Sales, Georgia Simmons",U.S.A.,,,3.6,4506,"La Quatrième Dimension plonge ses personnages dans des histoires fantastiques et surnaturelles, étranges et angoissantes.",https://fr.web.img3.acsta.net/c_310_420/medias/nmedia/18/36/20/78/18461824.jpg
2939,La Rivière Espérance,Terminée,1995,90,1,9,Drame,,"Manuel Blanc, Carole Richert, Claire Nebout",France,,,3.5,58,"1832, dans la région du Périgord. Benjamin rêve de devenir gabardier, comme son père. Mais ce métier est difficile, dangereux, tout comme la Dordogne sur laquelle il faut naviguer...",https://fr.web.img6.acsta.net/c_310_420/medias/nmedia/18/62/81/45/18652910.jpg
796,La Sentinelle,Terminée,1996-1999,42,4,65,"Drame, Policier, Action","Danny Bilson, Paul De Meo","Richard Burgi, Garett Maggart, Kelly Curtis","U.S.A., Canada",,,2.1,5922,"Après avoir vécu des années dans la jungle péruvienne lorsqu'il faisait partie des Forces spéciales de l'Armée américaine, Jim Ellison est revenu changé. Ses sens sont hyper développés. Policier dans la ville de Cascade, il va mettre à profit ses atouts, aidé dans sa tâche par le jeune anthropologue Blair Sandburg. Il est la Sentinelle !",https://fr.web.img2.acsta.net/c_310_420/medias/nmedia/18/60/13/47/18612224.jpg
24806,La Templanza,En cours,Depuis 2021,50,1,10,"Drame, Historique, Romance","Susana López Rubio, Javier Holgado","Leonor Watling, Rafael Novoa, Nathaniel Parker",Espagne,,,3.5,23,"Une histoire d'amour dramatique qui se déroule dans les années 1860 au Mexique, à Cuba, à Londres et en Espagne.",https://fr.web.img3.acsta.net/c_310_420/pictures/21/02/25/11/22/1839178.jpg
20415,La Trêve,Terminée,2016-2018,52,2,20,"Drame, Policier, Thriller","Benjamin d'Aoust, Stéphane Bergmans, Matthieu Donck","Yoann Blanc, Jasmina Douieb, Guillaume Kerbusch",Belgique,3.5,6,4.0,501,"Yoann Peeters, 40 ans, est un homme sur le fil. Il ne travaille plus depuis la mort de sa femme, et a décidé de venir s’installer ​à Heiderfeld, le village de son enfance, avec sa fille Camille. Un poste s’est libéré à la police locale. Yoann y voit l’occasion de se mettre au vert et de prendre un nouveau départ. Mais la réalité fait rapidement irruption. Quelques jours après le carnaval, le corps d’un jeune footballeur togolais, Driss Assani, est retrouvé dans une rivière. Personne n’a l’expérience de ce genre d’enquête dans le village. Sauf lui. Alors que tout le monde se désintéresse du sort de ce gamin mort à des milliers de kilomètres de chez lui, Yoann Peeters se met à déterrer les secrets les plus enfouis de cette petite communauté qu’il connaît bien. Mais Yoann n’aurait pas dû reprendre le service si rapidement, pas sur une affaire de ce type, pas à cet endroit-là.",https://fr.web.img3.acsta.net/c_310_420/pictures/16/08/18/15/35/498893.jpg
19958,La Vengeance aux yeux clairs,Terminée,2016-2017,52,2,14,Drame,Franck Ollivier,"Laëtitia Milot, Bernard Yerlès, Claire Borotra",France,2.8,5,3.0,380,"Il y a 10 ans, la mère et le frère d'Emma ont été assassinés. Seule rescapée, elle revient sur la Côte d’Azur sous une autre identité, Olivia, avec une seule idée en tête : faire payer les coupables ! Mais la mission ne sera pas simple...",https://fr.web.img2.acsta.net/c_310_420/pictures/16/08/25/11/42/353106.jpg
23584,Lâcher prise,En cours,Depuis 2017,22,4,52,Comédie dramatique,Isabelle Langlois,"Sophie Cadieux, Sylvie Léonard, Antoine Archambault",Canada,,,3.6,20,"La chute et le burn-out d'une superwoman qui, ayant perdu tous ses repères, repart à la conquête d'elle même et d'une vie qui vaille la peine d'être vécue.",https://fr.web.img5.acsta.net/c_310_420/pictures/22/02/14/17/04/1771327.jpg
7964,Le Clone,Terminée,2001-2002,52,1,252,"Drame, Soap",Glória Perez,"Murilo Benício, Giovanna Antonelli, Stenio Garcia",Brésil,,,3.2,56,"Tout commence au début des années 1980. Née au Brésil, où elle a grandi, Jade, 18 ans, est contrainte de partir vivre à Fès, au Maroc, après la mort de sa mère. De confession musulmane, la jeune femme est recueillie par son oncle Ali, qui s’occupe également d’une autre nièce, Latifa. Pour Jade, ce nouvel environnement représente un vrai choc culturel. D’autant plus que son oncle, très religieux, se met en tête de lui trouver rapidement un mari ! De leur côté, deux jeunes Brésiliens, Diogo et son frère jumeau Lucas, viennent d’arriver au Maroc pour passer quelques jours auprès d’Albieri, un brillant scientifique dont Diogo est le filleul. Alors que ce dernier s’éprend de la belle Yvete, avec laquelle il partage une nuit d’amour, Lucas rend visite à Ali, un ami proche d’Albieri...À cette occasion, il fait la connaissance de Jade. Au premier regard, les deux jeunes gens tombent follement amoureux l’un de l’autre. Mais, pour des raisons religieuses, Ali ne veut pas entendre parler d’une possible idylle entre eux. Il a d’autres plans et souhaite que Jade épouse Saïd, que sa famille connaît depuis toujours. Refusant à toute force de se plier aux traditions, Jade rejoint un soir Lucas en cachette. Après que celui-ci lui a demandé sa main, elle se donne à lui pour la première fois. Incapable de vivre dans un pays où la femme doit se soumettre aux hommes, Jade défie l’autorité d’Ali et fuit sa maison. Elle n’a qu’un rêve en tête : repartir au plus vite pour Rio afin d’y retrouver le beau Lucas. Mais rien ne va se passer comme elle l’espère...",https://fr.web.img5.acsta.net/c_310_420/medias/nmedia/18/90/91/06/20119855.jpg
19039,Le Code du tueur,En cours,2015,90,1,2,"Drame, Policier",,"John Simm, David Threlfall, Anna Madeley",Grande-Bretagne,,,3.8,49,"En 1984, Alec Jeffreys révolutionna le travail de la police. Ce généticien britannique développa les techniques d'empreintes génétiques alors qu'il travaillait à l'université de Leicester. Le procédé sera utilisé pour la première fois dans une affaire policière menée par David Baker, qui doit résoudre le viol et le meurtre de deux jeunes filles, Lynda Mann et Dawn Ashworth.",https://fr.web.img6.acsta.net/c_310_420/pictures/15/03/20/11/32/579059.jpg
342,Le Flic de Shanghai,Terminée,1998-2000,42,2,44,"Drame, Policier",Carlton Cuse,"Sammo Kam-Bo Hung, Kelly Hu, Arsenio Hall",U.S.A.,,,1.9,5115,"Sammo Law, flic de Shanghai, intègre la police de Los Angeles.",https://fr.web.img6.acsta.net/c_310_420/medias/nmedia/18/35/86/98/18431794.jpg
25337,Le Fugitif,En cours,Depuis 2020,,1,14,"Drame, Thriller, Action",Nick Santora,"Boyd Holbrook, Kiefer Sutherland, Tiya Sircar",U.S.A.,,,3.1,19,"Los Angeles. A la suite d'une attaque à la bombe dans une rame de métro, l'ouvrier Mike Russo, qui était à bord avec sa famille, se voit accuser d'être l'auteur de l'acte terroriste. Alors que sa vie et celle de ses proches sont en sursis, Mike doit trouver le véritable auteur de cette action malveillante avant que le légendaire policier Clay Bryce ne l'appréhende...",https://fr.web.img2.acsta.net/c_310_420/pictures/20/04/17/09/42/5797807.jpg
26828,Le Grand Braquage,Terminée,2020,45,1,6,"Drame, Policier, Thriller","Pablo González, Camilo Prince","Andrés Parra, Marcela Benjumea, Waldo Urrego",Colombie,,,3.5,28,"En 1994, une équipe de voleurs se lance dans un ambitieux braquage : délester la banque centrale de Colombie de millions de dollars. Inspiré de faits réels.",https://fr.web.img2.acsta.net/c_310_420/pictures/20/09/03/16/19/0308318.jpg
782,Le Muppet Show,Terminée,1976-1981,24,5,120,"Comédie, Comédie musicale",Jim Henson,"Jim Henson, Frank Oz, Dave Goelz","U.S.A., Grande-Bretagne",,,2.9,3539,"Que le spectacle commence ! Kermit la grenouille, Miss Peggy, Fozzie l'ours, et Gonzo, les marionnettes du Muppet Show, s'animent pour nous offrir un show haut en couleurs. En coulisses, alors que chacun prépare son numéro, la tension monte. Les Muppets se mettent en quatre pour recevoir leur invité d'honneur, la personnalité du moment ! Cerise sur gâteau, Statler et Waldorf, confortablement installés dans la loge-balcon, ne manque jamais une occasion de se moquer de leurs compères...",https://fr.web.img6.acsta.net/c_310_420/medias/nmedia/18/60/10/92/18610140.jpg
27507,Le Temps de t'oublier,En cours,Depuis 2021,13,1,10,"Drame, Romance","Nadia de Santiago, Inés Pintor, Pablo F. Santidrián","Nadia de Santiago, Álvaro Cervantes, Cala Zavaleta",Espagne,,,3.1,20,"Lina s'essaie à de nouvelles expériences pour passer le temps et ne plus penser à Nico, dont elle est amoureuse, et pouvoir enfin avancer dans sa vie.",https://fr.web.img3.acsta.net/c_310_420/pictures/21/09/28/17/46/4048407.jpg
4373,Le Temps des secrets - Le Temps des amours,Terminée,2007,90,1,2,Drame,,"Pierre-François Martin-Laval, Armelle Deutsch, Richard Oiry",France,,,3.4,59,"Au détour de l'enfance, le jeune Marcel Pagnol suit les sentiers escarpés de sa chère Provence pour... devenir adulte. Adaptés pour la première fois à l'écran, ""Le Temps des secrets"" et ""Le Temps des amours"" forment un diptyque tendre et attachant.",https://fr.web.img4.acsta.net/c_310_420/medias/nmedia/18/68/33/55/19021156.jpg
550,Les Cauchemars de Freddy,Terminée,1988-1990,42,2,44,"Drame, Epouvante-horreur",Wes Craven,"Robert Englund, Kyle Chandler, Morris Chestnut",U.S.A.,,,3.4,98,L'effroyable Freddy Krueger raconte à chaque épisode les histoires terrifiantes des habitants de Elm Street.,https://fr.web.img3.acsta.net/c_310_420/medias/nmedia/18/36/04/71/18448194.jpg
22469,Les Chevaliers du Zodiaque : SAINT SEIYA,En cours,Depuis 2019,30,2,12,Animation,,,U.S.A.,,,1.7,222,"Dans l'Antiquité, un groupe de jeunes hommes ont consacré leur vie à protéger Athéna, la déesse grecque de la sagesse et de la guerre. Aujourd'hui, c'est l'orphelin Seiya et une nouvelle génération de chevaliers qui déploient toutes leurs forces pour aider la déesse réincarnée à combattre les forces maléfiques qui cherchent à détruire l'humanité.",https://fr.web.img6.acsta.net/c_310_420/pictures/18/11/27/10/45/5040578.jpg
21776,Les Engagés,En cours,Depuis 2017,10,3,23,Drame,Sullivan Le Postec,"Mehdi Meskar, Eric Pucheu, Denis D'Arcangelo",France,,,4.0,100,"Rien ne permet d’anticiper le point de rupture. Le jeune Hicham Alaoui, 22 ans, décide brusquement de s’enfuir de sa chambre d’ado attardé. Désertant sa famille qui ne soupçonne rien, il se rend à Lyon, à la rencontre du seul homosexuel qu’il connaisse : Thibaut Giaccherini. Ce dernier a 28 ans, c’est un activiste qui milite pour les droits LGBT. La quête d’identité intime, politique et sexuelle d’Hicham trouve en Thibaut un référent. Hicham admire ses combats. Il est fasciné par son univers bouillonnant et engagé. Il envie la force et l’affirmation de soi que Thibaut dégage. Mais, à mesure qu’il apprend à mieux le connaître, Hicham en devine de plus en plus les failles et les contradictions. Cette force est un masque. Pour trouver qui il est, Hicham va devoir tracer sa propre route...",https://fr.web.img4.acsta.net/c_310_420/pictures/18/12/28/08/59/4877730.jpg
23928,Les Envoyés d'Ailleurs,En cours,Depuis 2020,42,1,10,Drame,Jason Segel,"Jason Segel, André Benjamin, Eve Lindley",U.S.A.,3.1,7,3.4,81,"Dans cette série d'anthologie, un groupe de gens ordinaires tombe sur un puzzle dissimulé sous le voile de la vie quotidienne. Tous vont être amenés à découvrir que le mystère remonte bien plus loin et plus en profondeur que tout ce qu'ils auraient pu imaginer...",https://fr.web.img2.acsta.net/c_310_420/pictures/20/02/03/13/45/3005578.jpg
5930,Les Gens de Mogador,Terminée,Depuis1972,55,1,13,Historique,,"Anne Lonnberg, Bernard Charlan, Jean Dalmain","Allemagne, France, Suisse, Canada",,,3.7,29,"De 1850 à 1925, dans le tumulte des passions et des guerres, trois générations de femmes vont avoir la lourde charge de gérer le domaine de Mogador, en Provence. Lorsque Julia épouse Rodolphe Vernet, héritier du domaine de Mogador, elle est loin d'imaginer le terrible labeur qui l'attend",https://fr.web.img5.acsta.net/c_310_420/medias/nmedia/18/70/15/54/19089793.jpg
26228,Les Justicières,En cours,Depuis 2020,25,1,10,Drame,Holly Phillips,"Jessica Alexander, Mia McKenna-Bruce, Kim Adis",Grande-Bretagne,,,3.7,81,Quatre lycéennes animées par un désir de vengeance s'unissent en secret pour dénoncer le harcèlement qui règne dans leur prestigieuse école.,https://fr.web.img6.acsta.net/c_310_420/pictures/20/05/19/15/30/4445163.jpg
25512,Les Maîtres de l'univers : Révélation,En cours,Depuis 2021,25,2,10,"Fantastique, Action, Animation",Kevin Smith,"Chris Wood, Sarah Michelle Gellar, Kevin Conroy",U.S.A.,,,2.1,172,"35 ans après la fin de la série originale, Musclor et ses compagnons d'armes font leur retour pour livrer bataille aux féroces hordes de Skeletor. Teela réunit l'équipe pour résoudre le mystère de l’Épée de Pouvoir dans une course contre la montre pour restaurer Eternia et empêcher la fin de l’univers.",https://fr.web.img2.acsta.net/c_310_420/pictures/19/08/19/09/03/2376479.jpg
2967,Les Misérables,Terminée,2000,90,1,4,Drame,,"Gérard Depardieu, Christian Clavier, John Malkovich","France, Espagne, Italie, Allemagne",,,2.9,1312,"Après avoir purgé sa peine, l'ancien forçat Jean Valjean sort du bagne et change d'identité. Mais le tenace inspecteur Javert est toujours à ses trousses. Après avoir arraché la petite Cosette des mains des Thénardier, il s'installe à Paris, bien décidé à offrir à sa fille une vie meilleure...",https://fr.web.img3.acsta.net/c_310_420/medias/nmedia/18/62/88/53/18657382.jpg
526,Les Zinzins de l'espace,Terminée,1997-2006,13,2,104,Animation,"Jean-Yves Raimbaud, Philippe Traversat","Patrick Prejean, Eric Métayer, Bernard Alane",France,,,2.6,10236,"Quatre drôles de petits monstres extraterrestres, Etno, Candy, Gorgious et Bud s'écrasent en soucoupe sur la Terre. Comprenant vite l'attrait qu'ils pourraient représenter pour la recherche spatiale ou la science en général, ils filent se cacher dans une grande maison vide. Mais celle-ci est à louer et ils reçoivent régulièrement la visite de nouveaux locataires: autant d'intrus dont ils se passeraient bien!Le titre de la version anglophone est ""Space Goofs"".La série ""Les Zinzins de l'espace"" est une Production Xilam.",https://fr.web.img4.acsta.net/c_310_420/pictures/20/09/14/14/34/4220932.jpg
26504,Leverage: Redemption,En cours,Depuis 2021,45,2,32,"Drame, Thriller","John Rogers (II), Chris Downey","Gina Bellman, Christian Kane, Beth Riesgraf",U.S.A.,,,2.9,4,"Des escrocs professionnels, anciens associés, se retrouvent plus que jamais déterminés à dépouiller les criminels les plus riches et les grands patrons corrompus. Sophie Devereaux est une arnaqueuse-caméléon qui n'a pas son pareil pour endosser de multiples identités ; Parker est experte en cambriolage ; Eliot Spencer est un spécialiste en combat et Alec Hardison un hacker de haut vol.Pour leurs nouvelles missions, l'équipe accueille deux nouvelles recrues : Harry Wilson, un avocat d’entreprise qui cherche la rédemption après s’être rendu compte qu’il était du mauvais côté de la table pendant toute sa carrière, et Breanna Casey, la sœur adoptive de Hardison qui a un don pour les ordinateurs, la robotique et les problèmes.Suite de la série Leverage (2008-2012).",https://fr.web.img6.acsta.net/c_310_420/pictures/21/06/02/12/10/2515057.jpg
3214,Life,Terminée,2007-2009,42,2,32,"Drame, Policier",Rand Ravich,"Damian Lewis, Sarah Shahi, Adam Arkin",U.S.A.,,,3.6,3660,"Après avoir été emprisonné pendant plusieurs années à tort, Charlie Crews, ancien flic, retourne dans les rangs de la police. Il adopte dès lors une philosophie de vie résoluement différente et travaille aux côtés de sa nouvelle partenaire, Dani Reese, dans un monde qui a bien changé.",https://fr.web.img6.acsta.net/c_310_420/medias/nmedia/18/67/10/23/18972218.jpg
31018,Life With an Ordinary Guy Who Reincarnated Into a Total Fantasy Knockout,En cours,Depuis 2022,24,1,12,"Aventure, Fantastique, Animation",,"Mao Ichimichi, Satoshi Hino, Rie Kugimiya",Japon,,,3.2,4,"Après une soirée bien arrosée, Hinata Tachibana, un employé de 32 ans peu populaire avec la gente féminine, fait le souhait de devenir une femme. Peu de temps après, une déesse nue exhausse son vœu en l'envoyant dans un autre monde en compagnie de Tsukasa Jinguuji, son meilleur ami. En contrepartie, la déesse demande à Tachibana et Jinguuji de vaincre le Roi Démon.",https://fr.web.img5.acsta.net/c_310_420/pictures/21/12/22/11/49/2612612.jpg
23698,Light as a Feather : le jeu maudit,Annulée,2018 - 2019,30,2,26,"Epouvante-horreur, Fantastique, Thriller",R. Lee Fleming Jr,"Liana Liberato, Haley Ramm, Brianne Tju",U.S.A.,,,3.5,65,"Lors d'une pyjama partie, cinq adolescentes jouent à ""Light as a Feather, Stiff as a Board"". Mais, ce qui n'aurait dû être qu'un innocent jeu dérape lorsqu'une après l'autre, les amies commencent à mourir de la manière exacte dont le jeu l'avait prédit. Les survivantes tentent alors de savoir pourquoi elles sont devenues des cibles et si la force maléfique qui les poursuit n'est pas l'une des leurs...",https://fr.web.img4.acsta.net/c_310_420/pictures/18/08/30/10/34/0130930.jpg
21125,Like Me,En cours,Depuis 2016,10,3,62,Comédie,,"Tom Hudson, Deivy Fernandes, Samir Arouki",France,,,3.2,9,"Like est un collégien en classe de troisième qui écrit, joue et réalise des sketchs pour sa chaîne YouTube ! À la façon ""YouTubeur"", il aborde devant sa webcam tout un tas de thèmes de la vie quotidienne qu'il tourne à la dérision. Les amis, les techniques de drague, les repas de famille ou encore les cours, tout y passe avec Like !",https://fr.web.img5.acsta.net/c_310_420/pictures/16/11/16/14/51/115128.jpg
24677,Lincoln : À la poursuite du Bone Collector,Annulée,2020,42,1,10,"Drame, Policier","VJ Boyd, Mark Bianculli","Russell Hornsby, Arielle Kebbel, Roslyn Ruff",U.S.A.,2.8,6,3.3,206,"Le légendaire enquêteur et criminologiste Lincoln Rhyme, grièvement blessé lorsqu'il chassait un serial killer connu sous le sobriquet du ""Bone Collector"", est rappelé sur le terrain lorsque celui-ci réapparaît. Lincoln va alors faire équipe avec Amelia Sachs, une jeune flic qui va l'aider dans ses enquêtes à New York...Série inspirée du film Bone Collector (2000), avec Denzel Washington.",https://fr.web.img3.acsta.net/c_310_420/pictures/21/04/13/17/02/0183970.jpg
26287,Losing Alice,En cours,Depuis 2021,47,1,8,"Drame, Thriller",Sigal Avin,"Ayelet Zurer, Lihi Kornowski, Gal Toren",Israël,,,3.3,61,"Un thriller néo-noir érotique et psychologique inspiré du mythe de Faust racontant l'histoire d'Alice, une ambitieuse réalisatrice de 47 ans dont l’obsession pour Sophie, une femme fatale de 24 ans, va lui faire abandonner toute intégrité morale dans sa quête de pouvoir, de succès et de reconnaissance infinie.",https://fr.web.img4.acsta.net/c_310_420/pictures/21/01/20/10/50/5017616.jpg
29849,LOVE of KILL,En cours,Depuis 2022,24,1,12,"Romance, Action, Animation",,"Oonishi Saori, Hiro Shimono, Ayumu Murase",Japon,,,3.1,13,"Deux assassins s'affrontent. La tranquille chasseuse de primes Chateau et le mystérieux et puissant Ryang-ha. Tous deux deviennent ennemis après ce combat. Du moins, ils auraient dû, mais pour une raison étrange, Ryang-ha s’attache à Chateau et commence à la suivre partout. Petit à petit, Chateau coopère avec Ryang-ha qui l'entraîne dans la lutte contre les organisations qui le traquent. Une bataille également liée à son passé...",https://fr.web.img3.acsta.net/c_310_420/pictures/21/12/30/17/01/5796556.jpg
29569,Lust,En cours,Depuis 2022,,1,8,Comédie,"Frans Wiklund, Åsa Kalmér, Julia Dufvenius","Sofia Helin, Anja Lundqvist, Julia Dufvenius",Suède,,,3.0,1,"Anette, Nadia, Ellen et Martina sont amies depuis l'école. Lorsqu'elles apprennent qu'Anette mène une enquête gouvernementale surnommée ""Make Sweden Sexy Again"", elles sont intriguées. Le sexe - ou son absence - a-t-il un impact sur la santé des femmes suédoises de plus de 40 ans ?",https://fr.web.img6.acsta.net/c_310_420/pictures/22/03/23/23/41/5680714.jpg
24942,Magnus,En cours,Depuis 2019,30,1,6,"Comédie dramatique, Fantastique, Policier",Vidar Magnussen,"Vidar Magnussen, Pål Rønning, Ola G. Furuseth",Norvège,,,3.7,43,"Magnus Undredal, un détective qui rivalise de bêtise et de génie, tente de résoudre un meurtre tout droit sorti de la mythologie norvégienne. Pour ce faire, il va s’allier à un collègue suicidaire et au gamin maigrichon du coin. Les trois acolytes vont s’embarquer dans une aventure étrange.",https://fr.web.img6.acsta.net/c_310_420/pictures/20/02/03/16/45/4092351.jpg
17184,Manhattan,Annulée,Depuis 2014,42,2,26,Drame,Sam Shaw,"John Benjamin Hickey, Olivia Williams, Ashley Zukerman",U.S.A.,,,3.9,177,"""Manhattan"" suit les scientifiques brillants, mais imparfaits, impliqués dans la plus grande course contre la montre de l'histoire de la science, la construction, clandestine, de la première bombe atomique du monde à Los Alamos, Nouveau-Mexique.Les scientifiques et leurs familles tentent de co-exister dans un monde où secrets et mensonges s'introduisent dans chaque aspect de leur vie.",https://fr.web.img4.acsta.net/c_310_420/pictures/14/11/21/16/27/501981.jpg
24621,Manhunt : sur la piste du tueur,En cours,Depuis 2019,60,2,7,"Drame, Policier",,"Martin Clunes, Katie Lyons, Claudie Blakley",Grande-Bretagne,,,3.5,48,"En août 2004, Amélie Delagrange, une jeune française de 22 ans, est sauvagement assassinée à coups de marteau, alors qu'elle rentrait chez elle après une soirée passée avec ses amis. Assigné sur l'affaire, Colin Sutton pense que le crime pourrait bien être lié à ceux de Marsha McDonnell et Milly Dowler, tuées respectivement en 2003 et 2002.Histoire vraie tirée des mémoires de Colin Sutton, l'enquêteur britannique ayant traqué le tueur en série Levi Bellfield.",https://fr.web.img4.acsta.net/c_310_420/pictures/21/10/28/16/21/0016412.jpg
7344,Mildred Pierce,Terminée,2011,52,1,5,Drame,"Todd Haynes, Jon Raymond","Kate Winslet, Guy Pearce, Evan Rachel Wood",U.S.A.,3.9,7,4.0,559,"Mère de famille de la classe moyenne dans le Los Angeles des années 30, Mildred Pierce doit se battre pour subvenir aux besoins des siens et préserver son rang social. Un combat qui mènera au crime...",https://fr.web.img2.acsta.net/c_310_420/medias/nmedia/18/79/48/76/19690188.jpg
147,Missing : disparus sans laisser de trace,Terminée,2003-2006,42,3,56,"Drame, Policier, Thriller, Judiciaire","William Laurin, Glenn Davis","Caterina Scorsone, Mark Consuelos, Vivica A. Fox","U.S.A., Canada",,,2.1,5365,"Un agent du FBI tente de résoudre les crimes les plus délicats avec l'aide de sa nouvelle coéquipière, Jess Mastriani, une jeune recrue qui fait preuve de dons psychiques qu'elle utilise dans ses enquêtes.",https://fr.web.img2.acsta.net/c_310_420/medias/nmedia/18/35/64/91/18464455.jpg
25576,Monarca,En cours,Depuis 2019,60,2,18,Drame,Diego Gutierrez,"Irene Azuela, Juan Manuel Bernal, Osvaldo Benavides","Mexique, U.S.A.",,,3.4,27,"Après 20 ans d'absence, Ana María rentre au Mexique pour reprendre les rênes de l'empire familial qui menace de s'effondrer sous le poids de la corruption et des secrets.",https://fr.web.img6.acsta.net/c_310_420/pictures/19/09/06/09/31/2733879.jpg
