press_name,series_id,press_rating
Boston Herald,24186,3.5
TV Guide,9232,5.0
Boston Globe,9232,4.0
Los Angeles Times,9232,4.0
New York Post,9232,4.0
Philadelphia Daily News,9232,4.0
USA Today,9232,4.0
Chicago Sun-Times,9232,3.0
Denver Post,9232,3.0
Huffington Post,9232,3.0
New York Daily News,9232,3.0
New York Times,9232,1.5
Newsday,11875,3.5
The A.V. Club,11875,3.5
New York Post,11875,2.5
New York Times,11875,2.5
Philadelphia Inquirer,11875,2.5
USA Today,11875,2.5
Washington Post,11875,2.5
Variety,11875,2.0
The Hollywood Reporter,11875,1.5
Le Parisien,21013,4.5
Télé Loisirs,21013,4.5
La Croix,21013,4.0
Le Figaro Magazine,21013,4.0
Le Monde,21013,4.0
Critictoo,21013,3.5
La Voix du Nord,21013,3.5
Ouest France,21013,3.5
Télé 7 Jours,21013,3.5
20 Minutes,21013,3.0
Les Inrockuptibles,21013,3.0
Télérama,21013,2.5
Télérama,20372,4.5
Brain Damaged,20372,4.0
L'Express,20372,4.0
Le Figaro Magazine,20372,4.0
Le Parisien,20372,4.0
Télé 2 semaines,20372,4.0
Télé 7 Jours,20372,4.0
Le Monde,20372,1.0
Metro,17602,3.5
Critictoo,17602,3.0
Télérama,17602,3.0
Le Monde,17602,2.5
Télé Loisirs,17602,2.5
People Weekly,11504,4.5
Los Angeles Times,11504,3.5
The Wrap,11504,3.5
New York Times,11504,3.0
Variety,11504,3.0
Hitfix,11504,2.5
San Francisco Chronicle,11504,2.5
Newsday,11504,1.5
Philadelphia Daily News,11504,1.5
Washington Post,11504,1.0
New York Post,9321,5.0
New York Daily News,9321,4.0
Variety,9321,4.0
Denver Post,9321,3.5
Hitfix,9321,3.5
Time,9321,3.5
Washington Post,9321,3.5
San Francisco Chronicle,9321,2.5
TV Guide,22979,4.5
Télé 7 Jours,22979,4.5
L'Express,22979,4.0
La Croix,22979,4.0
Le Parisien,22979,4.0
Le Figaro Magazine,22979,3.5
Salon.com,22979,3.5
Télérama,22979,3.5
Franceinfo Culture,22979,3.0
Première,22979,3.0
Vulture,22979,3.0
Critictoo,22979,2.0
Le Monde,22979,2.0
San Francisco Chronicle,22979,1.0
New York Post,10822,4.0
Entertainment weekly,10822,3.5
The Detroit News,10822,3.5
New York Times,10822,3.0
San Francisco Chronicle,10822,3.0
Variety,10822,2.5
Hitfix,10822,1.5
New York Daily News,10822,1.5
The Hollywood Reporter,10822,1.5
Salon.com,24316,4.0
Uncle Barky,24316,4.0
Variety,24316,4.0
Los Angeles Times,24316,3.5
The Hollywood Reporter,24316,3.5
Newsday,24316,3.0
Pittsburg Post-Gazette,24316,3.0
TV Guide,24316,2.0
The Hollywood Reporter,11350,5.0
Uncle Barky,11350,5.0
Time,11350,4.5
Vulture,11350,4.5
The Detroit News,11350,3.5
USA Today,11350,3.5
Wall Street Journal,11350,3.5
Pop Matters,11350,3.0
Variety,11350,2.5
Salon.com,11350,2.0
Newsday,17026,4.5
Brain Damaged,17026,4.0
Zap2It,17026,4.0
Chicago Sun-Times,17026,3.5
Philadelphia Daily News,17026,3.5
Pittsburg Post-Gazette,17026,3.5
San Francisco Chronicle,17026,3.5
Boston Herald,17026,3.0
Critictoo,17026,3.0
New York Times,17026,3.0
Télérama,17026,2.5
Variety,17026,2.5
Wall Street Journal,11896,4.0
Uncle Barky,11896,3.5
Washington Post,11896,3.5
TV Guide,11896,3.0
Boston Globe,11896,2.5
Entertainment weekly,11896,2.5
Pittsburg Post-Gazette,11896,2.5
San Francisco Chronicle,11896,2.5
Variety,11896,2.0
The Hollywood Reporter,11896,0.5
Wall Street Journal,20931,4.5
Entertainment weekly,20931,4.0
San Francisco Chronicle,20931,4.0
Variety,20931,4.0
indieWIRE,20931,4.0
Pittsburg Post-Gazette,20931,3.0
Uncle Barky,20931,2.5
Washington Post,20931,2.0
The Hollywood Reporter,17181,4.0
Entertainment weekly,17181,3.5
Boston Globe,17181,2.5
Los Angeles Times,17181,2.5
Pittsburg Post-Gazette,17181,2.5
Uncle Barky,17181,2.5
New York Times,17181,2.0
Huffington Post,17181,1.5
Washington Post,17181,1.5
San Francisco Chronicle,17181,1.0
Télérama,21394,2.5
Newsday,11586,4.0
Los Angeles Times,11586,3.5
Pittsburg Post-Gazette,11586,3.5
The A.V. Club,11586,3.5
Washington Post,11586,3.5
Entertainment weekly,11586,3.0
New York Times,11586,2.5
Philadelphia Inquirer,11586,2.0
Variety,11586,2.0
Télé 7 Jours,18913,4.0
Le Parisien,18913,3.5
Le Point,18913,3.5
La Croix,18913,3.0
Paris Match,18913,3.0
Le Monde,18913,2.0
Télérama,18913,1.5
Boston Herald,11104,4.5
New York Post,11104,4.5
Miami Herald,11104,4.0
Newsday,11104,4.0
Hitfix,11104,3.5
The Hollywood Reporter,11104,3.5
New York Times,11104,3.0
Uncle Barky,11104,3.0
TV Guide,11104,2.5
Boston Globe,11104,2.0
Huffington Post,11104,2.0
Slate,11104,1.5
Los Angeles Times,17370,3.5
Philadelphia Inquirer,17370,3.5
Pittsburg Post-Gazette,17370,3.5
San Francisco Chronicle,17370,3.5
The Hollywood Reporter,17370,3.5
Vulture,17370,3.5
New York Times,17370,3.0
The A.V. Club,17370,2.5
Uncle Barky,17370,2.5
Variety,17370,1.5
Le Figaro Magazine,23545,4.0
Public,23545,4.0
20 Minutes,23545,3.0
L'Obs,23545,3.0
L'Express,23545,2.5
Télé Loisirs,23545,1.0
Entertainment weekly,20049,4.5
Pittsburg Post-Gazette,20049,4.0
The A.V. Club,20049,4.0
New York Times,20049,3.5
Philadelphia Inquirer,20049,3.5
USA Today,20049,3.5
Variety,20049,3.5
Uncle Barky,20049,3.0
Newsday,20049,2.5
The Salt Lake Tribune,20049,2.5
Washington Post,20049,2.0
We Got This Covered,20269,4.0
San Francisco Chronicle,20269,2.5
The A.V. Club,20269,2.5
Philadelphia Inquirer,20269,2.0
Boston Globe,20269,1.5
New York Times,20269,1.5
Variety,20269,1.5
Vulture,20269,1.5
Los Angeles Times,20269,1.0
Newsday,20269,1.0
The Salt Lake Tribune,20269,0.5
Washington Post,20269,0.5
Boston Herald,17077,4.0
People Weekly,17077,4.0
Wall Street Journal,17077,4.0
New York Times,17077,3.0
Pittsburg Post-Gazette,17077,3.0
San Francisco Chronicle,17077,2.5
The A.V. Club,17077,2.0
The Hollywood Reporter,17077,1.5
Slate,17077,1.0
Variety,25763,4.5
The A.V. Club,25763,4.0
The Hollywood Reporter,25763,4.0
Rolling Stone,25763,3.5
Première,17358,3.5
Le Figaro,17358,3.0
Les Inrockuptibles,17358,3.0
Télé Loisirs,17358,3.0
Télérama,17358,2.5
Le Monde,17358,2.0
Télé 7 Jours,17958,4.5
Télé Loisirs,17958,4.5
Critictoo,17958,4.0
Elle,17958,4.0
Ouest France,17958,4.0
Franceinfo Culture,17958,3.0
Le Parisien,17958,3.0
L'Express,17958,2.5
L'Obs,17958,2.5
La Croix,17958,2.5
Les Inrockuptibles,17958,2.5
Miami Herald,8250,5.0
New York Post,8250,5.0
Slant Magazine,8250,5.0
Uncle Barky,8250,5.0
Boston Globe,8250,4.0
New York Times,8250,4.0
Variety,8250,4.0
San Francisco Chronicle,8250,3.0
USA Today,8250,3.0
Wall Street Journal,8250,1.5
Newsday,20330,4.5
Washington Post,20330,4.5
San Francisco Chronicle,20330,3.5
RogerEbert.com,20330,3.0
USA Today,20330,2.5
Pittsburg Post-Gazette,20330,2.0
Los Angeles Times,20330,1.5
Variety,20330,1.5
Variety,8192,5.0
Entertainment weekly,8192,4.0
TV Guide,8192,3.0
Zap2It,8192,3.0
The Hollywood Reporter,8192,1.5
Time,8192,1.5
Boston Herald,8049,5.0
Entertainment weekly,8049,5.0
Los Angeles Times,8049,5.0
Miami Herald,8049,5.0
New York Times,8049,4.0
Newsday,8049,4.0
Philadelphia Daily News,8049,4.0
Salon.com,8049,4.0
TV Guide,8049,4.0
USA Today,8049,4.0
Wall Street Journal,8049,4.0
Washington Post,8049,4.0
New York Daily News,8049,3.0
Philadelphia Inquirer,8049,3.0
Pop Matters,8049,3.0
Time,8049,3.0
Hitfix,8049,1.5
Los Angeles Times,22601,3.0
Pittsburg Post-Gazette,22601,3.0
Boston Herald,22601,2.5
Wall Street Journal,22601,2.5
Salon.com,22601,2.0
Variety,22601,2.0
Los Angeles Times,17553,4.5
RogerEbert.com,17553,4.5
The Detroit News,17553,4.5
Boston Herald,17553,4.0
San Francisco Chronicle,17553,4.0
Slant Magazine,17553,4.0
The A.V. Club,17553,4.0
Variety,17553,4.0
New York Daily News,17553,3.5
New York Times,22448,4.0
Les Inrockuptibles,22448,3.0
TV Guide,22448,2.5
The Hollywood Reporter,22448,2.5
Télérama,22448,2.5
indieWIRE,22448,2.0
Newsday,21893,3.0
San Francisco Chronicle,21893,2.5
Wall Street Journal,21893,2.5
Entertainment weekly,21893,2.0
The A.V. Club,21893,2.0
Variety,21893,2.0
Washington Post,21893,1.5
The Hollywood Reporter,21893,1.0
Collider,21893,0.5
Entertainment weekly,11493,4.0
TV Guide,11493,4.0
Variety,11493,4.0
Boston Herald,11493,3.5
The Hollywood Reporter,11493,3.5
Pittsburg Post-Gazette,11493,3.0
Los Angeles Times,11493,2.0
Wall Street Journal,11493,2.0
Uncle Barky,20921,4.0
Newsday,20921,3.5
Boston Herald,20921,2.5
Pittsburg Post-Gazette,20921,2.0
Vulture,20921,2.0
The Hollywood Reporter,20921,1.5
USA Today,20921,1.5
Pop Matters,11108,4.5
The Daily Beast,11108,4.5
Variety,11108,4.0
New York Times,11108,3.5
San Francisco Chronicle,11108,3.5
Slate,11108,1.5
The A.V. Club,11127,4.5
Entertainment weekly,11127,4.0
Hitfix,11127,3.5
San Francisco Chronicle,11127,3.5
New York Daily News,11127,3.0
Chicago Sun-Times,11127,2.5
Pittsburg Post-Gazette,11127,2.5
The Hollywood Reporter,11127,2.5
Variety,11127,2.5
Los Angeles Times,11127,2.0
Paris Match,22098,3.0
Télé 7 Jours,22098,3.0
Télé Loisirs,22098,3.0
Télérama,22098,1.5
New York Daily News,11764,4.0
Newsday,11764,4.0
Time,11764,3.0
Uncle Barky,11764,2.5
Los Angeles Times,11764,2.0
TV Guide,11764,2.0
Boston Globe,11764,1.5
New York Post,11764,0.5
Sioux City Journal,24258,4.5
Los Angeles Times,24258,3.5
The Hollywood Reporter,24258,3.0
Pittsburg Post-Gazette,24258,2.5
New York Times,24258,2.0
Time,24258,1.0
